"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"Q96T23","RSF1","3.09721","-0.371393"
"O60232","ZNRD2","3.65121","-0.371715"
"O95229","ZWINT","1.69436","-0.372147"
"Q07812","BAX","4.87132","-0.37219"
"O15143","ARPC1B","3.65041","-0.372653"
"O00442","RTCA","2.76356","-0.372831"
"Q9UHG3","PCYOX1","3.31316","-0.372936"
"O00154","ACOT7","4.69547","-0.373273"
"Q96T88","UHRF1","3.61338","-0.373511"
"Q96EP0","RNF31","1.39242","-0.374516"
"O75410","TACC1","2.75229","-0.375049"
"Q92597","NDRG1","2.71554","-0.375228"
"Q9Y5F8","PCDHGB7","2.19589","-0.375352"
"Q14657","LAGE3","0.273718","-0.376937"
"Q9NR46","SH3GLB2","2.83285","-0.377077"
"Q15424","SAFB","6.45207","-0.378446"
"Q9P1Y5","CAMSAP3","2.09856","-0.378732"
"Q00536","CDK16","2.47755","-0.379373"
"Q8WTT2","NOC3L","4.3665","-0.379374"
"Q86X10","RALGAPB","0.722642","-0.379683"
"Q9NZ01","TECR","3.82842","-0.380624"
"Q9BZK3","NACA4P","2.30213","-0.3817"
"Q9UQE7","SMC3","4.79627","-0.382347"
"Q6P597","KLC3","1.8677","-0.382762"
"P51608","MECP2","2.55412","-0.38291"
"P61163","ACTR1A","3.44837","-0.383957"
"P22223","CDH3","3.2983","-0.384004"
"P38919","EIF4A3","7.15454","-0.384096"
"Q6ZXV5","TMTC3","2.80785","-0.384961"
"Q96KN1","LRATD2","2.50382","-0.385355"
"Q9Y4F5","CEP170B","0.938338","-0.385872"
"Q96DP5","MTFMT","1.87943","-0.385879"
"Q9H9A5","CNOT10","1.91573","-0.386172"
"Q9C0B6","BRINP2","3.59284","-0.387145"
"Q8N6M0","OTUD6B","2.98502","-0.387148"
"Q07955","SRSF1","7.01601","-0.387744"
"Q9BW27","NUP85","2.83976","-0.388029"
"Q15527","SURF2","1.55628","-0.390316"
"P00387","CYB5R3","4.93144","-0.390475"
"Q9NXG0","CNTLN","2.70188","-0.390969"
"Q7KYR7","BTN2A1","1.40286","-0.392135"
"O14672","ADAM10","3.91865","-0.392855"
"Q9Y276","BCS1L","1.90067","-0.392908"
"O43264","ZW10","2.32188","-0.395448"
"Q9UGY1","NOL12","1.11705","-0.395631"
"Q16539","MAPK14","2.29645","-0.397085"
"Q8NE86","MCU","2.91874","-0.397812"
"Q9P246","STIM2","2.03651","-0.398762"
"P05198","EIF2S1","6.34796","-0.398917"
"Q9UP95","SLC12A4","1.89762","-0.39972"
"O14981","BTAF1","1.1608","-0.399879"
"P46063","RECQL","3.02997","-0.400114"
"P49792","RANBP2","4.64887","-0.400758"
"Q15629","TRAM1","2.0146","-0.400857"
"Q9UBP6","METTL1","2.00133","-0.40102"
"Q8N4P3","HDDC3","1.44727","-0.401076"
"P37840","SNCA","1.87093","-0.401376"
"P04626","ERBB2","2.5201","-0.401791"
"Q14562","DHX8","2.19274","-0.403841"
"P41236","PPP1R2","2.85368","-0.404253"
"Q9NX04","C1orf109","1.29493","-0.405112"
"P06733","ENO1","9.94554","-0.405302"
"Q8NHW3","MAFA","3.94898","-0.405402"
"Q16851","UGP2","4.07454","-0.406706"
"Q8N6H7","ARFGAP2","2.97978","-0.406865"
"Q96A65","EXOC4","2.34762","-0.407298"
"P55010","EIF5","5.62464","-0.407737"
"P69905","HBA1","5.88153","-0.408225"
"P69905","HBA2","5.88153","-0.408225"
"O43719","HTATSF1","3.9222","-0.409329"
"P06748","NPM1","10.4886","-0.412369"
"Q8TCQ1","MARCHF1","2.80274","-0.413192"
"Q05639","EEF1A2","3.79594","-0.414048"
"Q99943","AGPAT1","2.17764","-0.414199"
"O75116","ROCK2","2.13803","-0.415047"
"Q14684","RRP1B","4.51406","-0.41648"
"Q9UM22","EPDR1","3.21106","-0.417602"
"Q9Y450","HBS1L","2.09504","-0.417732"
"Q9H2U1","DHX36","2.07594","-0.418095"
"Q9UJY4","GGA2","1.58476","-0.418102"
"Q8N573","OXR1","1.80152","-0.418946"
"O00560","SDCBP","2.57591","-0.419447"
"A9QM74","KPNA7","4.34656","-0.420485"
"Q8TCU4","ALMS1","4.17369","-0.420517"
"Q01167","FOXK2","3.01035","-0.420525"
"Q8IX90","SKA3","1.06993","-0.420693"
"Q5JRX3","PITRM1","4.40156","-0.420906"
"Q8N108","MIER1","1.12695","-0.421387"
"Q14692","BMS1","3.96547","-0.422292"
"P31751","AKT2","1.57009","-0.42246"
"P10074","ZBTB48","4.57638","-0.422594"
"Q06546","GABPA","2.89983","-0.423044"
"Q15691","MAPRE1","5.45051","-0.423332"
"Q8TED0","UTP15","2.66222","-0.42425"
"Q01459","CTBS","0.698514","-0.424551"
"Q9Y580","RBM7","2.82313","-0.425935"
"P55061","TMBIM6","0.726517","-0.426725"
"P21399","ACO1","2.90424","-0.428047"
"P25787","PSMA2","5.85283","-0.428146"
"Q9H7Z6","KAT8","1.86382","-0.429024"
"O60524","NEMF","2.42688","-0.4291"
"Q9H361","PABPC3","4.01424","-0.429483"
"P41091","EIF2S3","3.77327","-0.429972"
"Q13617","CUL2","2.38597","-0.430578"
"P57740","NUP107","4.92901","-0.43256"
"Q15006","EMC2","4.48014","-0.435343"
"P21926","CD9","2.87138","-0.435642"
"Q9C0F0","ASXL3","1.87647","-0.436465"
"Q12893","TMEM115","0.329426","-0.436484"
"P12955","PEPD","4.1435","-0.438064"
"Q8N0X4","CLYBL","1.45322","-0.439281"
"P06753","TPM3","6.45126","-0.440439"
"Q02750","MAP2K1","2.72737","-0.441057"
"Q16881","TXNRD1","5.10584","-0.441537"
"Q9Y314","NOSIP","3.63563","-0.442331"
"P06756","ITGAV","4.23715","-0.442738"
"P09493","TPM1","5.15042","-0.4432"
"P49585","PCYT1A","3.47564","-0.443506"
"P53990","IST1","4.14511","-0.443667"
"P12755","SKI","-0.093442","-0.444014"
"Q8TDP1","RNASEH2C","3.16004","-0.444125"
"Q9UIJ7","AK3","5.12302","-0.445124"
"O15127","SCAMP2","3.80097","-0.445589"
"Q13616","CUL1","2.87746","-0.445674"
"O75884","RBBP9","1.51203","-0.445775"
"Q8WXD2","SCG3","2.80126","-0.445962"
"Q96L93","KIF16B","2.55496","-0.445992"
"Q9NQW6","ANLN","2.65845","-0.446372"
"Q8NBJ4","GOLM1","3.60192","-0.447469"
"O43852","CALU","6.52406","-0.44808"
"Q3ZCM7","TUBB8","3.62008","-0.449963"
"Q9HD15","SRA1","1.70249","-0.451471"
"O75369","FLNB","5.84068","-0.452649"
"P61158","ACTR3","4.649","-0.452918"
"Q9Y3C6","PPIL1","3.94261","-0.453525"
"O14531","DPYSL4","2.31542","-0.454271"
"O96019","ACTL6A","4.37962","-0.45446"
"O15381","NVL","1.90168","-0.456285"
"Q9HCJ6","VAT1L","1.70395","-0.456985"
"P14314","PRKCSH","7.2941","-0.457067"
"Q9ULU4","ZMYND8","2.91393","-0.457126"
"A0A1B0GV03","GOLGA6L7","4.84726","-0.457217"
"P17275","JUNB","2.7546","-0.458285"
"Q92797","SYMPK","2.97276","-0.458477"
"P01116","KRAS","1.86993","-0.458483"
"O60879","DIAPH2","1.48787","-0.458887"
"Q9NWU5","MRPL22","3.45925","-0.459745"
"P16278","GLB1","3.48114","-0.461279"
"Q9UHR4","BAIAP2L1","2.72696","-0.463531"
"Q96EC8","YIPF6","2.29519","-0.466363"
"Q0VDF9","HSPA14","3.206","-0.466759"
"Q9NYR9","NKIRAS2","2.00488","-0.467825"
"P52732","KIF11","2.88632","-0.468734"
"P07711","CTSL","2.60338","-0.469106"
"Q8N8S7","ENAH","3.65662","-0.469728"
"Q9BVC6","TMEM109","6.87355","-0.471022"
"P62304","SNRPE","6.67321","-0.474116"
"Q03692","COL10A1","2.18451","-0.474269"
"Q9C004","SPRY4","2.08732","-0.474875"
"Q6UXV4","APOOL","2.15739","-0.474986"
"Q9Y4K1","CRYBG1","2.7831","-0.475009"
"Q9Y3C4","TPRKB","1.94108","-0.476221"
"O60437","PPL","3.9617","-0.477453"
"Q969Z0","TBRG4","4.32304","-0.478354"
"Q96SK2","TMEM209","2.38368","-0.478611"
"P00734","F2","1.32612","-0.478953"
"Q86T82","USP37","2.40873","-0.479732"
"Q9NPA8","ENY2","4.96324","-0.479827"
"P60468","SEC61B","4.63422","-0.480233"
"Q6FIF0","ZFAND6","1.91066","-0.480366"
"Q9GZT3","SLIRP","7.5174","-0.480452"
"P06400","RB1","1.93299","-0.480895"
"Q6IBS0","TWF2","3.70074","-0.481719"
"Q13443","ADAM9","3.60852","-0.481995"
"Q9Y287","ITM2B","2.54363","-0.484464"
"P02675","FGB","3.52919","-0.484466"
"Q96D05","FAM241B","1.9813","-0.484654"
"Q9UNY4","TTF2","1.00316","-0.484863"
"P38159","RBMX","7.73982","-0.486069"
"Q58FF8","HSP90AB2P","6.62235","-0.48627"
"Q02809","PLOD1","3.18099","-0.486579"
"Q9BUL9","RPP25","2.26827","-0.486584"
"O75648","TRMU","0.62529","-0.488397"
"Q96RS6","NUDCD1","2.60737","-0.488931"
"Q9BYG3","NIFK","3.5977","-0.489105"
"Q9NXX6","NSMCE4A","1.75582","-0.489947"
"Q14696","MESD","4.48961","-0.490545"
"Q9Y4D7","PLXND1","1.28262","-0.491626"
"P00352","ALDH1A1","4.00429","-0.491761"
"P41240","CSK","3.40251","-0.492162"
"Q15386","UBE3C","1.53002","-0.492456"
"P42695","NCAPD3","1.23866","-0.492851"
"Q9BPX3","NCAPG","2.70683","-0.494375"
"P49137","MAPKAPK2","2.20493","-0.494414"
"Q96I25","RBM17","4.08454","-0.495262"
"Q9H3H3","C11orf68","2.65571","-0.496405"
"P54098","POLG","1.6254","-0.49661"
"Q16352","INA","3.77263","-0.496647"
"P82675","MRPS5","3.62686","-0.498146"
"Q99442","SEC62","5.09993","-0.49869"
"P49642","PRIM1","2.08301","-0.498921"
"Q1KMD3","HNRNPUL2","5.39199","-0.499337"
"Q9BQE3","TUBA1C","3.69794","-0.499442"
"Q05823","RNASEL","1.8262","-0.500642"
"Q8WVX9","FAR1","1.81418","-0.501261"
"P29597","TYK2","3.47294","-0.501495"
"Q9UNN8","PROCR","4.25597","-0.501741"
"P17858","PFKL","2.40186","-0.502191"
"Q13724","MOGS","4.06988","-0.502894"
"Q6PIS1","SLC23A3","2.77036","-0.503018"
"Q9UK55","SERPINA10","2.99023","-0.50329"
"Q8TAF3","WDR48","1.19064","-0.503571"
"Q9Y3E1","HDGFL3","2.57533","-0.503977"
"P28838","LAP3","5.7778","-0.504824"
"Q15042","RAB3GAP1","2.90636","-0.50493"
"Q9UDR5","AASS","2.667","-0.505018"
"Q9NZG7","NINJ2","2.63057","-0.505312"
"P83111","LACTB","2.73023","-0.5057"
"P15924","DSP","4.53393","-0.506113"
"Q96HW7","INTS4","0.984407","-0.50622"
"P05164","MPO","2.01949","-0.506397"
"Q96GG9","DCUN1D1","2.31903","-0.50694"
"Q9Y5B8","NME7","1.93326","-0.507148"
"O75533","SF3B1","5.47264","-0.508423"
"Q9H223","EHD4","3.01595","-0.508538"
"P68400","CSNK2A1","1.41472","-0.508858"
"Q96AG3","SLC25A46","1.74634","-0.509333"
"Q8TBF4","ZCRB1","1.06345","-0.510816"
"Q9H553","ALG2","2.56825","-0.511423"
"Q96JN0","LCOR","1.34705","-0.511608"
"O95347","SMC2","4.04522","-0.512169"
"Q9NWH9","SLTM","4.41458","-0.513171"
"Q7L576","CYFIP1","2.4116","-0.513781"
"Q16656","NRF1","2.53241","-0.513857"
"P31943","HNRNPH1","8.10893","-0.514195"
"Q9BZQ8","NIBAN1","2.94798","-0.515052"
"P78406","RAE1","3.97727","-0.515286"
"Q9Y3X0","CCDC9","2.53773","-0.516711"
"O00571","DDX3X","5.75255","-0.517593"
"Q9H6E4","CCDC134","2.00001","-0.517893"
"Q9H6W3","RIOX1","3.27061","-0.518227"
"O94973","AP2A2","3.38352","-0.518349"
"Q86V35","CABP7","4.72465","-0.519169"
"O75165","DNAJC13","2.00504","-0.519637"
"P55957","BID","2.94741","-0.520444"
"Q9NXH9","TRMT1","2.25258","-0.52057"
"Q969M3","YIPF5","1.60933","-0.522635"
"Q96I34","PPP1R16A","1.05574","-0.523271"
"Q9Y3Q8","TSC22D4","1.62961","-0.523458"
"O95183","VAMP5","5.34204","-0.524594"
"Q99985","SEMA3C","2.04021","-0.526092"
"Q15738","NSDHL","4.37324","-0.526377"
"Q03468","ERCC6","1.51593","-0.526728"
"O43520","ATP8B1","1.7654","-0.527738"
"Q96DE5","ANAPC16","1.38305","-0.527985"
"Q9NYV9","TAS2R13","1.50901","-0.529109"
"P62873","GNB1","5.76933","-0.530565"
"Q15061","WDR43","4.08704","-0.530588"
"Q09161","NCBP1","3.54363","-0.531104"
"Q8IVL6","P3H3","2.6107","-0.532216"
"P05060","CHGB","2.35996","-0.532786"
"P57721","PCBP3","2.48282","-0.533405"
"Q92922","SMARCC1","4.26196","-0.534217"
"Q86TG7","PEG10","2.04207","-0.534465"
"Q9P2X3","IMPACT","1.16022","-0.534807"
"P30837","ALDH1B1","4.25805","-0.536556"
"Q15021","NCAPD2","2.79237","-0.53698"
"Q5TEU4","NDUFAF5","1.68247","-0.537782"
"Q9H4G0","EPB41L1","3.09014","-0.538073"
"O75717","WDHD1","2.86445","-0.538945"
"Q14690","PDCD11","4.20994","-0.540944"
"Q7Z2Z2","EFL1","1.84184","-0.541414"
"P25788","PSMA3","4.95267","-0.541437"
"Q6VMQ6","ATF7IP","1.5864","-0.541603"
"Q14207","NPAT","1.54659","-0.541616"
"Q9H0E2","TOLLIP","3.66114","-0.543316"
"Q15785","TOMM34","3.20381","-0.543513"
"Q15942","ZYX","3.59543","-0.544047"
"Q9C0E8","LNPK","3.56142","-0.544455"
"Q96T58","SPEN","2.34158","-0.545278"
"Q13501","SQSTM1","3.32267","-0.546254"
"Q96CS3","FAF2","4.11879","-0.546543"
"Q9Y6V0","PCLO","3.91427","-0.546826"
"Q99618","CDCA3","2.45527","-0.548249"
"Q13951","CBFB","3.7348","-0.548272"
"Q9H2M9","RAB3GAP2","2.56245","-0.548426"
"P30419","NMT1","3.47194","-0.548497"
"Q8IV56","PRR15","2.5305","-0.548511"
"O75487","GPC4","2.76867","-0.549029"
"Q9H089","LSG1","3.47705","-0.54938"
"P51532","SMARCA4","3.87487","-0.54979"
"O75792","RNASEH2A","2.51685","-0.550015"
"Q9H488","POFUT1","2.63542","-0.550288"
"O60216","RAD21","4.83989","-0.550652"
"A8K8P3","SFI1","5.8769","-0.55179"
"Q86UT6","NLRX1","1.02234","-0.551975"
"Q9H583","HEATR1","3.40818","-0.552121"
"Q8IY67","RAVER1","3.59142","-0.552457"
"Q96TA1","NIBAN2","3.85143","-0.554117"
"O43847","NRDC","2.38234","-0.554407"
"Q9UNS1","TIMELESS","1.68667","-0.554816"
"O15523","DDX3Y","3.38615","-0.555023"
"Q96IR7","HPDL","2.90511","-0.555491"
"Q53H96","PYCR3","2.02791","-0.555662"
"Q9NY59","SMPD3","1.19334","-0.556009"
"Q8TCT9","HM13","2.4249","-0.556549"
"Q06830","PRDX1","8.05513","-0.556702"
"Q9UI32","GLS2","2.30995","-0.556758"
"P26196","DDX6","4.1243","-0.557552"
"Q9UKD2","MRTO4","4.34621","-0.558135"
"Q8NFH5","NUP35","4.51643","-0.559057"
"Q8IY37","DHX37","2.23867","-0.559896"
"P78527","PRKDC","6.02073","-0.560707"
"Q7Z478","DHX29","1.62757","-0.562688"
"Q69YN2","CWF19L1","2.33312","-0.563449"
"Q9BX66","SORBS1","1.61051","-0.563501"
"Q12888","TP53BP1","3.54269","-0.564396"
"Q14697","GANAB","8.34364","-0.564834"
"Q5W0Z9","ZDHHC20","1.87397","-0.566341"
"Q07817","BCL2L1","2.85016","-0.568019"
"O75431","MTX2","3.74504","-0.568079"
"P59998","ARPC4","6.32316","-0.568221"
"O14929","HAT1","2.23959","-0.568518"
"O60870","KIN","1.29479","-0.568644"
"O60306","AQR","2.70479","-0.56992"
"Q86XZ4","SPATS2","1.79468","-0.569976"
"Q9BWW4","SSBP3","1.89348","-0.570142"
"Q6UWP7","LCLAT1","3.83891","-0.571085"
"Q96EL2","MRPS24","2.52167","-0.571232"
"P61764","STXBP1","2.86123","-0.573115"
"P26641","EEF1G","6.95578","-0.574235"
"P62834","RAP1A","1.85456","-0.57556"
"Q9NX00","TMEM160","0.525679","-0.577032"
"P47897","QARS1","4.54705","-0.578761"
"P04632","CAPNS1","4.99167","-0.579338"
"Q9H6R4","NOL6","3.30633","-0.581668"
"Q96NW7","LRRC7","2.95864","-0.582701"
"Q96AY3","FKBP10","4.79778","-0.582858"
"A2RRP1","NBAS","3.46132","-0.583831"
"Q7L5Y9","MAEA","1.2839","-0.584746"
"P11802","CDK4","2.46601","-0.586086"
"P21796","VDAC1","8.3824","-0.587795"
"P62318","SNRPD3","8.10517","-0.588365"
"A6NJ78","METTL15","1.42509","-0.588722"
"Q9H2P9","DPH5","1.33286","-0.588847"
"Q15750","TAB1","2.38806","-0.589875"
"O94913","PCF11","1.90742","-0.59086"
"Q13554","CAMK2B","1.24937","-0.591283"
"Q16385","SSX2B","2.40942","-0.593135"
"Q16385","SSX2","2.40942","-0.593135"
"Q8TDL5","BPIFB1","1.82747","-0.594261"
"Q9Y3T9","NOC2L","3.21453","-0.595914"
"Q9UNH7","SNX6","3.48946","-0.596334"
"Q9UBR2","CTSZ","4.68786","-0.597081"
"Q8TC94","ACTL9","2.57171","-0.597784"
"Q13823","GNL2","2.9131","-0.599338"
"P62942","FKBP1A","3.33245","-0.599548"
"Q15744","CEBPE","2.24851","-0.599615"
"O00170","AIP","4.9314","-0.600333"
"Q9Y3Q3","TMED3","1.50503","-0.600527"
"P20042","EIF2S2","4.76903","-0.602333"
"Q06330","RBPJ","1.45928","-0.602637"
"P29762","CRABP1","2.5518","-0.602844"
"Q5SRE5","NUP188","2.42614","-0.603526"
"Q9Y496","KIF3A","1.34444","-0.60371"
"Q562E7","WDR81","2.17652","-0.605367"
"Q7L4I2","RSRC2","1.4892","-0.605841"
"Q9Y490","TLN1","5.33858","-0.605964"
"Q9Y5X1","SNX9","1.97964","-0.606133"
"Q9NQX7","ITM2C","1.61247","-0.606382"
"Q9UPT8","ZC3H4","3.28431","-0.607094"
"O94901","SUN1","2.72215","-0.607471"
"O15145","ARPC3","5.5124","-0.608423"
"P51178","PLCD1","0.982971","-0.609908"
"Q7Z2T5","TRMT1L","1.75129","-0.610353"
"P45984","MAPK9","2.02055","-0.610837"
"Q9ULP9","TBC1D24","0.218261","-0.61116"
"Q9Y657","SPIN1","2.64294","-0.61204"
"Q9H3N1","TMX1","5.98959","-0.612234"
"Q9BUF5","TUBB6","3.80146","-0.612414"
"P20827","EFNA1","1.41653","-0.612546"
"P60660","MYL6","6.98946","-0.612733"
"Q7Z6I6","ARHGAP30","3.43614","-0.612863"
"Q6P087","RPUSD3","1.5775","-0.615198"
"P11388","TOP2A","4.98074","-0.615743"
"Q9H944","MED20","1.87042","-0.616255"
"Q9UJX4","ANAPC5","0.861494","-0.617626"
"Q9UBC2","EPS15L1","2.8523","-0.618213"
"Q7L266","ASRGL1","2.92774","-0.619681"
"P62070","RRAS2","2.38031","-0.619986"
"Q9BV40","VAMP8","4.55343","-0.620165"
"Q9NRG9","AAAS","3.04968","-0.620921"
"P07099","EPHX1","3.43104","-0.621028"
"P48729","CSNK1A1","3.16347","-0.621105"
"Q9Y2X3","NOP58","5.7661","-0.6222"
"Q9Y4C8","RBM19","2.16598","-0.622652"
"P03928","MT-ATP8","2.82787","-0.62282"
"O95373","IPO7","4.3353","-0.623118"
"O75688","PPM1B","2.64815","-0.623521"
"P57678","GEMIN4","1.71927","-0.624991"
"P07311","ACYP1","2.5054","-0.625085"
"Q96CF2","CHMP4C","0.718619","-0.625736"
"Q9H0S4","DDX47","4.04538","-0.626034"
"Q9NZU0","FLRT3","0.977475","-0.626329"
"Q13641","TPBG","2.99454","-0.626512"
"Q99829","CPNE1","4.24844","-0.626586"
"Q15147","PLCB4","1.90045","-0.626922"
"P51587","BRCA2","3.12065","-0.627637"
"Q8WUD4","CCDC12","1.59722","-0.62765"
"Q8NEM2","SHCBP1","2.45395","-0.628354"
"Q93034","CUL5","2.13081","-0.629448"
"Q9BWE0","REPIN1","-0.195463","-0.629593"
"Q9BTV4","TMEM43","3.88025","-0.63057"
"Q86W50","METTL16","1.86709","-0.631496"
"Q8IYH5","ZZZ3","0.43289","-0.632828"
"O60664","PLIN3","4.1468","-0.63397"
"Q04206","RELA","2.81036","-0.63399"
"Q92888","ARHGEF1","2.90397","-0.634361"
"Q9UDT6","CLIP2","3.43415","-0.635173"
"P23368","ME2","5.05085","-0.636888"
"Q13425","SNTB2","2.6745","-0.637851"
"P49721","PSMB2","5.90036","-0.639659"
"Q7Z4R8","C6orf120","0.459044","-0.641265"
"P49454","CENPF","2.83716","-0.641748"
"Q969E4","TCEAL3","0.205142","-0.642369"
"O14818","PSMA7","5.18745","-0.642638"
"P35609","ACTN2","4.12034","-0.642983"
"Q96J42","TXNDC15","1.67869","-0.643541"
"Q9HB07","MYG1","3.67774","-0.643554"
"Q9NP73","ALG13","2.61842","-0.643851"
"Q9BTT6","LRRC1","0.953496","-0.643991"
"P82932","MRPS6","4.44982","-0.645512"
"Q8IWA5","SLC44A2","2.1158","-0.646175"
"Q7Z4H3","HDDC2","2.43763","-0.648523"
"O43665","RGS10","1.69368","-0.648768"
"Q9NY12","GAR1","4.28011","-0.648778"
"O95067","CCNB2","1.48809","-0.648956"
"O75665","OFD1","4.84519","-0.651211"
"Q9Y2E5","MAN2B2","0.912139","-0.651659"
"Q9ULE3","DENND2A","2.83689","-0.652709"
"Q9P206","KIAA1522","2.59898","-0.652802"
"Q09666","AHNAK","6.90372","-0.653129"
"Q96RT7","TUBGCP6","0.432033","-0.653386"
"Q96GX2","ATXN7L3B","1.3709","-0.654163"
"Q9BRZ2","TRIM56","1.688","-0.655239"
"Q8WXD5","GEMIN6","1.75931","-0.655503"
"P68366","TUBA4A","4.33322","-0.655629"
"Q8TC36","SUN5","2.16278","-0.655635"
"Q9P0K7","RAI14","2.74176","-0.656061"
"O95999","BCL10","1.99282","-0.656534"
"Q9NWR8","MCUB","0.728479","-0.659253"
"O75071","EFCAB14","0.824187","-0.659557"
"Q9NRZ9","HELLS","2.519","-0.659678"
"Q709C8","VPS13C","1.13119","-0.661581"
"O00151","PDLIM1","4.47363","-0.66212"
"Q8ND76","CCNY","1.08676","-0.662311"
"P12814","ACTN1","4.98634","-0.66292"
"P13473","LAMP2","5.00066","-0.664348"
"Q6ZRV2","FAM83H","2.8404","-0.664798"
"Q4VCS5","AMOT","2.42287","-0.665665"
"Q14451","GRB7","2.07663","-0.666194"
"P24821","TNC","2.85228","-0.667194"
"P06865","HEXA","3.83008","-0.668072"
"Q15545","TAF7","0.983339","-0.668399"
"P63027","VAMP2","1.31247","-0.668953"
"P28070","PSMB4","4.9239","-0.669587"
"Q5T8I3","FAM102B","2.83978","-0.669732"
"Q99986","VRK1","3.0207","-0.672315"
"Q15041","ARL6IP1","3.38654","-0.672427"
"P60059","SEC61G","2.46205","-0.672804"
"Q9NR31","SAR1A","3.44993","-0.673584"
"Q68EM7","ARHGAP17","3.00355","-0.676768"
"Q9H7B2","RPF2","2.35562","-0.677041"
"O43272","PRODH","1.47286","-0.67799"
"Q01085","TIAL1","4.06581","-0.679336"
"P04066","FUCA1","1.41563","-0.679418"
"Q14344","GNA13","3.14249","-0.680932"
"Q6P9B6","MEAK7","1.51797","-0.682508"
"P15428","HPGD","2.809","-0.683262"
"Q8NI36","WDR36","4.4272","-0.683404"
"P53701","HCCS","2.591","-0.684414"
"Q99959","PKP2","3.5574","-0.684515"
"Q9Y2H0","DLGAP4","1.27003","-0.684808"
"Q6WCQ1","MPRIP","3.02445","-0.686507"
"Q9HAT2","SIAE","0.906398","-0.686664"
"Q9HDC5","JPH1","1.06089","-0.687238"
"Q969P0","IGSF8","2.60297","-0.687437"
"Q05193","DNM1","0.84294","-0.688948"
"Q9BQB6","VKORC1","1.94143","-0.688995"
"Q9NV06","DCAF13","2.8828","-0.691658"
"Q12996","CSTF3","3.27556","-0.692486"
"Q9BW19","KIFC1","2.52055","-0.692511"
"Q96KR1","ZFR","4.59817","-0.693518"
"Q9HAV4","XPO5","3.13766","-0.694981"
"Q9Y237","PIN4","1.79683","-0.694997"
"P01130","LDLR","2.37177","-0.695738"
"Q13505","MTX1","3.31473","-0.696122"
"Q8IWD4","CCDC117","1.80961","-0.696406"
"Q9NW81","DMAC2","2.27958","-0.696582"
"Q96RT1","ERBIN","2.90285","-0.696679"
"Q16181","SEPTIN7","4.78569","-0.697038"
"P05455","SSB","5.78694","-0.697521"
"Q9NY61","AATF","3.37637","-0.697551"
"P35527","KRT9","2.70365","-0.697734"
"Q13201","MMRN1","2.23117","-0.698151"
"Q9Y2H6","FNDC3A","2.34486","-0.698174"
"O00214","LGALS8","2.13342","-0.698849"
"Q9HD34","LYRM4","3.58249","-0.698851"
"Q9BXF6","RAB11FIP5","1.75409","-0.698875"
"Q7KZI7","MARK2","1.75917","-0.700915"
"Q9H115","NAPB","1.04713","-0.701748"
"O75911","DHRS3","1.67687","-0.702364"
"Q9H4E7","DEF6","2.6179","-0.703425"
"O00625","PIR","3.47637","-0.703471"
"Q96EV8","DTNBP1","1.42437","-0.704125"
"Q9ULC3","RAB23","3.183","-0.706447"
"O14519","CDK2AP1","0.7995","-0.707387"
"Q9Y2J8","PADI2","3.03959","-0.707774"
"P05166","PCCB","2.91698","-0.707852"
"O43237","DYNC1LI2","2.93815","-0.708083"
"P36952","SERPINB5","2.88336","-0.708145"
"P27708","CAD","4.14647","-0.708426"
"Q15046","KARS1","4.96809","-0.708776"
"Q7Z6M1","RABEPK","1.88019","-0.708903"
"O14939","PLD2","3.14245","-0.709847"
"O15551","CLDN3","1.6766","-0.710958"
"O75915","ARL6IP5","4.6897","-0.712462"
"P23743","DGKA","1.72493","-0.714759"
"P07203","GPX1","3.49111","-0.717562"
"P61586","RHOA","4.25325","-0.718258"
"Q8N3R9","MPP5","2.26229","-0.719167"
"Q15477","SKIV2L","2.21278","-0.719339"
"Q9NUL3","STAU2","1.78214","-0.723021"
"Q2TAL8","QRICH1","1.38207","-0.723136"
"Q5JTV8","TOR1AIP1","5.71937","-0.724068"
"P02786","TFRC","7.0155","-0.725871"
"P53611","RABGGTB","1.60593","-0.726146"
"O60825","PFKFB2","1.12846","-0.727322"
"O00479","HMGN4","2.16943","-0.727508"
"Q9P1U0","POLR1H","1.25454","-0.727762"
"P55212","CASP6","3.05975","-0.731024"
"Q9NV31","IMP3","4.20859","-0.73107"
"P36507","MAP2K2","2.20437","-0.731261"
"O00203","AP3B1","2.62937","-0.731717"
"Q15019","SEPTIN2","5.09918","-0.733119"
"P07942","LAMB1","3.18091","-0.733601"
"Q58FF6","HSP90AB4P","2.99773","-0.733898"
"Q86W42","THOC6","3.34543","-0.734776"
"Q9UHI6","DDX20","2.91083","-0.73492"
"P09668","CTSH","1.77558","-0.73493"
"Q96IG2","FBXL20","0.620138","-0.7362"
"Q9H0A0","NAT10","4.49085","-0.739249"
"O75694","NUP155","3.85382","-0.739881"
"Q99567","NUP88","4.28204","-0.741296"
"Q9UIQ6","LNPEP","2.39334","-0.741595"
"Q8TED1","GPX8","3.1735","-0.742264"
"P52895","AKR1C2","1.40122","-0.742612"
"Q9Y5Y6","ST14","2.37054","-0.743781"
"Q9BXK5","BCL2L13","3.58309","-0.743939"
"P13674","P4HA1","3.76332","-0.744336"
"Q9NZW5","MPP6","3.09591","-0.744988"
"O00515","LAD1","3.69885","-0.745057"
"Q6P9B9","INTS5","1.23934","-0.747391"
