"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"Q6P2Q9","PRPF8","4.42024","-0.74756"
"Q00059","TFAM","5.51607","-0.748811"
"Q08J23","NSUN2","4.2982","-0.749437"
"P57737","CORO7","2.45485","-0.750529"
"P50336","PPOX","1.00927","-0.750633"
"Q15003","NCAPH","3.30802","-0.750772"
"P61803","DAD1","2.25232","-0.751074"
"Q9Y5K3","PCYT1B","4.86631","-0.752273"
"Q9NRK6","ABCB10","1.77168","-0.752999"
"Q86UP2","KTN1","5.28766","-0.754714"
"Q9NZC3","GDE1","1.05048","-0.755407"
"Q99816","TSG101","2.41019","-0.756092"
"Q15124","PGM5","3.73679","-0.756216"
"Q14807","KIF22","2.92776","-0.758404"
"Q68CZ1","RPGRIP1L","4.22939","-0.759338"
"O95989","NUDT3","2.34983","-0.759429"
"P01286","GHRH","2.58362","-0.761169"
"Q9UJX2","CDC23","1.54161","-0.766587"
"P60953","CDC42","6.41097","-0.766684"
"Q9BQS8","FYCO1","0.793958","-0.768608"
"P42224","STAT1","2.87938","-0.769124"
"P16422","EPCAM","3.22412","-0.769895"
"Q16537","PPP2R5E","1.28679","-0.771182"
"O43491","EPB41L2","3.74149","-0.771254"
"Q16799","RTN1","1.08883","-0.77277"
"Q8NC44","RETREG2","0.863442","-0.773887"
"P30566","ADSL","3.34132","-0.774062"
"P18564","ITGB6","3.12363","-0.774524"
"P51812","RPS6KA3","2.08988","-0.776303"
"O75569","PRKRA","2.76518","-0.777531"
"Q96EY5","MVB12A","2.3843","-0.777643"
"Q14653","IRF3","2.98143","-0.777962"
"P51114","FXR1","4.80131","-0.778211"
"O95154","AKR7A3","2.37538","-0.778947"
"P33527","ABCC1","2.62161","-0.77938"
"Q15149","PLEC","5.79171","-0.780309"
"P56192","MARS1","4.34978","-0.781541"
"P41743","PRKCI","1.79515","-0.78221"
"Q13409","DYNC1I2","3.65321","-0.783159"
"Q9BYC5","FUT8","2.24223","-0.783304"
"Q9UI26","IPO11","1.49215","-0.784928"
"Q9Y625","GPC6","2.17775","-0.784983"
"Q7Z460","CLASP1","2.24687","-0.786061"
"Q16594","TAF9","0.614977","-0.786316"
"Q96C23","GALM","1.81542","-0.788649"
"P32856","STX2","1.39944","-0.789057"
"O00142","TK2","0.755819","-0.790657"
"Q9BQ70","TCF25","0.625592","-0.79075"
"Q5VV42","CDKAL1","2.2335","-0.79143"
"O94906","PRPF6","5.09516","-0.792751"
"Q9NVZ3","NECAP2","2.49827","-0.794916"
"P04440","HLA-DPB1","3.08751","-0.796426"
"P08729","KRT7","4.06278","-0.797632"
"P09884","POLA1","2.02341","-0.797745"
"Q9BS16","CENPK","0.467437","-0.797878"
"P49427","CDC34","1.6744","-0.798532"
"P17302","GJA1","1.3134","-0.799281"
"Q96AZ6","ISG20","0.760058","-0.800618"
"Q7Z4F1","LRP10","2.38233","-0.802958"
"O75486","SUPT3H","-0.102421","-0.802984"
"Q15276","RABEP1","2.18277","-0.803443"
"O95104","SCAF4","2.56855","-0.803459"
"Q32P44","EML3","1.60959","-0.803998"
"P05556","ITGB1","6.13033","-0.805147"
"Q8WY54","PPM1E","1.33188","-0.805345"
"P17676","CEBPB","2.55595","-0.807928"
"P05186","ALPL","3.05758","-0.808713"
"Q9NX74","DUS2","0.827571","-0.809522"
"Q8NGC2","OR4E2","2.46706","-0.811993"
"Q9BYJ9","YTHDF1","2.3618","-0.816511"
"Q14738","PPP2R5D","2.29171","-0.818322"
"Q5VYY1","ANKRD22","2.29635","-0.818994"
"O95219","SNX4","1.63179","-0.820986"
"Q9H5V9","STEEP1","1.41845","-0.821414"
"Q96LA8","PRMT6","1.23679","-0.82142"
"Q9NTJ3","SMC4","3.75316","-0.821456"
"Q9Y3B4","SF3B6","4.98424","-0.821954"
"Q92620","DHX38","1.01822","-0.823905"
"O76038","SCGN","2.55852","-0.824101"
"Q9P2B2","PTGFRN","2.93251","-0.824458"
"O14530","TXNDC9","1.99866","-0.825204"
"Q9UBX3","SLC25A10","2.16007","-0.825297"
"P26599","PTBP1","7.13242","-0.825372"
"Q9ULH0","KIDINS220","1.56902","-0.826343"
"Q8NB78","KDM1B","0.867326","-0.828422"
"Q00653","NFKB2","1.93332","-0.828645"
"O60832","DKC1","4.52134","-0.830664"
"Q6NXE6","ARMC6","2.47806","-0.832919"
"Q92979","EMG1","2.68657","-0.833752"
"Q96BP3","PPWD1","2.40187","-0.833929"
"O95749","GGPS1","0.640489","-0.834896"
"Q53GQ0","HSD17B12","4.24568","-0.835661"
"Q9UBL3","ASH2L","2.81574","-0.836524"
"Q96NC0","ZMAT2","2.41761","-0.83694"
"Q92908","GATA6","1.48915","-0.84045"
"Q8NBX0","SCCPDH","4.12779","-0.841449"
"Q16222","UAP1","2.33728","-0.841663"
"P62166","NCS1","1.83303","-0.845086"
"P62330","ARF6","2.19468","-0.845527"
"Q14739","LBR","5.36938","-0.84663"
"Q9HDB9","ERVK-5","2.0483","-0.846677"
"Q969V3","NCLN","5.1332","-0.848013"
"Q9NYL9","TMOD3","4.54195","-0.84822"
"P06396","GSN","3.63246","-0.848273"
"P49354","FNTA","1.93491","-0.851148"
"Q9H7E2","TDRD3","1.72092","-0.852838"
"O75718","CRTAP","3.05194","-0.852902"
"P47756","CAPZB","5.86034","-0.853938"
"P17706","PTPN2","1.43489","-0.853978"
"Q6P158","DHX57","1.24344","-0.85589"
"O95235","KIF20A","1.63174","-0.85601"
"P35268","RPL22","8.38287","-0.856559"
"O75746","SLC25A12","2.45897","-0.856703"
"Q8WVY7","UBLCP1","3.24899","-0.858803"
"Q63ZY3","KANK2","1.76739","-0.861639"
"Q13418","ILK","1.93748","-0.862276"
"P62495","ETF1","4.61702","-0.862642"
"P53680","AP2S1","4.48608","-0.863405"
"O15400","STX7","4.17083","-0.865327"
"Q8NCE2","MTMR14","0.842449","-0.869377"
"Q496F6","CD300E","2.23668","-0.869529"
"P07948","LYN","2.28063","-0.870706"
"Q9UGU0","TCF20","1.60925","-0.870806"
"O60281","ZNF292","2.85271","-0.872029"
"Q9UQ53","MGAT4B","1.78433","-0.873215"
"P98194","ATP2C1","1.62432","-0.873423"
"Q9Y5N5","N6AMT1","1.46127","-0.874024"
"O00139","KIF2A","2.86161","-0.874663"
"Q13464","ROCK1","1.7592","-0.87573"
"P42704","LRPPRC","7.07663","-0.87759"
"Q9NVI1","FANCI","2.38822","-0.87933"
"Q15643","TRIP11","2.20966","-0.879791"
"Q9HCD5","NCOA5","3.86696","-0.880288"
"Q07617","SPAG1","1.08115","-0.881454"
"Q8TF05","PPP4R1","1.83915","-0.882251"
"Q9Y639","NPTN","3.35018","-0.882373"
"Q9NQS7","INCENP","2.83243","-0.882897"
"Q7Z7L1","SLFN11","1.2842","-0.882953"
"O14653","GOSR2","1.33351","-0.883892"
"Q9NRS6","SNX15","1.35708","-0.884162"
"Q7Z434","MAVS","2.54442","-0.885228"
"Q8WWB7","GLMP","0.93531","-0.886817"
"P42771","CDKN2A","2.52288","-0.88813"
"Q9Y5B0","CTDP1","1.46423","-0.88822"
"P22413","ENPP1","1.56173","-0.888834"
"Q01650","SLC7A5","4.07314","-0.889696"
"P14618","PKM","8.98158","-0.891897"
"Q6UXD5","SEZ6L2","1.18395","-0.89198"
"Q9BTU6","PI4K2A","2.79728","-0.893073"
"Q969X6","UTP4","3.2499","-0.895343"
"Q9Y6E0","STK24","2.10874","-0.89542"
"Q9H6R0","DHX33","2.25429","-0.898542"
"Q13769","THOC5","2.22583","-0.900027"
"Q9BTM9","URM1","1.05209","-0.900489"
"O94925","GLS","4.96666","-0.900784"
"Q86SE5","RALYL","6.453","-0.901041"
"Q6PIU2","NCEH1","3.7419","-0.901727"
"Q8WWK9","CKAP2","1.61962","-0.902713"
"P17535","JUND","0.191694","-0.903643"
"Q92621","NUP205","2.92109","-0.903745"
"Q12765","SCRN1","2.71809","-0.904679"
"Q92544","TM9SF4","3.01629","-0.908964"
"P42892","ECE1","3.23295","-0.910534"
"Q14258","TRIM25","3.0828","-0.91164"
"Q9BXX2","ANKRD30B","4.3192","-0.912377"
"Q14573","ITPR3","2.96223","-0.91259"
"Q3YEC7","RABL6","2.88112","-0.913191"
"Q4G148","GXYLT1","0.443541","-0.916182"
"Q9UIV1","CNOT7","0.793865","-0.920089"
"Q5JWF2","GNAS","4.50789","-0.920534"
"P02533","KRT14","1.25807","-0.920538"
"P63010","AP2B1","5.06476","-0.921293"
"P46821","MAP1B","3.1555","-0.921484"
"P10619","CTSA","2.59995","-0.922643"
"O14647","CHD2","1.64638","-0.922732"
"O95816","BAG2","4.31759","-0.924198"
"Q9UL03","INTS6","0.878442","-0.92544"
"P30533","LRPAP1","3.84051","-0.92558"
"P35580","MYH10","3.69696","-0.925749"
"Q9UEY8","ADD3","2.06599","-0.926325"
"O00469","PLOD2","2.6148","-0.926565"
"P07205","PGK2","2.09695","-0.928579"
"Q13423","NNT","4.47741","-0.929524"
"Q2NL82","TSR1","2.65356","-0.932416"
"O43815","STRN","3.25543","-0.932997"
"O94856","NFASC","1.36604","-0.933057"
"P42345","MTOR","0.62097","-0.933329"
"P11166","SLC2A1","3.88873","-0.936048"
"Q10570","CPSF1","3.67571","-0.936487"
"Q92598","HSPH1","4.55963","-0.937704"
"P52907","CAPZA1","5.98495","-0.937878"
"P50552","VASP","3.52604","-0.938032"
"Q9Y5U9","IER3IP1","1.73768","-0.938323"
"O95415","BRI3","0.542091","-0.940341"
"Q5JTD0","TJAP1","0.526325","-0.941463"
"Q92900","UPF1","4.56577","-0.941577"
"Q2NKX8","ERCC6L","1.17966","-0.942384"
"Q8IWC1","MAP7D3","1.53077","-0.944035"
"Q53GS9","USP39","4.59964","-0.945926"
"Q9UJY1","HSPB8","2.54355","-0.946551"
"P06703","S100A6","6.2265","-0.947146"
"Q69YH5","CDCA2","0.204252","-0.948118"
"Q96LT9","RNPC3","0.333096","-0.948471"
"Q8N3U4","STAG2","1.6594","-0.948589"
"Q6PK04","CCDC137","1.68953","-0.948974"
"Q92623","TTC9","0.883697","-0.949331"
"Q96BN8","OTULIN","1.52369","-0.949743"
"O95613","PCNT","3.39136","-0.950776"
"Q12873","CHD3","1.71132","-0.951046"
"P08247","SYP","0.682265","-0.952179"
"Q6NUM9","RETSAT","1.83127","-0.956518"
"Q9Y696","CLIC4","3.71069","-0.957133"
"Q5F1R6","DNAJC21","1.11162","-0.957286"
"P36406","TRIM23","0.635266","-0.957782"
"Q8NBJ5","COLGALT1","4.52271","-0.958889"
"Q96HR9","REEP6","2.24194","-0.960537"
"Q9BWH6","RPAP1","2.24404","-0.962773"
"O14974","PPP1R12A","4.1456","-0.96413"
"Q03111","MLLT1","1.99699","-0.964543"
"P56937","HSD17B7","0.975852","-0.964773"
"Q9H330","TMEM245","1.56579","-0.965432"
"Q147X3","NAA30","1.04732","-0.968694"
"O95059","RPP14","0.107906","-0.972912"
"Q99614","TTC1","4.12535","-0.973226"
"Q92930","RAB8B","3.39855","-0.975932"
"Q14204","DYNC1H1","4.50063","-0.976251"
"P37198","NUP62","4.11592","-0.977088"
"P29466","CASP1","1.82754","-0.977332"
"Q9UHD1","CHORDC1","3.02372","-0.98142"
"Q6I9Y2","THOC7","1.9195","-0.981504"
"Q9NVA4","TMEM184C","1.28893","-0.981856"
"P30519","HMOX2","4.12915","-0.983618"
"Q8NB16","MLKL","1.51124","-0.984384"
"Q1L5Z9","LONRF2","1.16689","-0.98731"
"P49257","LMAN1","5.97497","-0.98846"
"P11387","TOP1","5.42146","-0.988726"
"P04156","PRNP","2.92617","-0.991164"
"Q9NWQ8","PAG1","1.54019","-0.992664"
"P84095","RHOG","2.68537","-0.995531"
"Q92785","DPF2","2.58639","-0.995801"
"P19525","EIF2AK2","3.19713","-0.996373"
"Q9UQR1","ZNF148","2.21394","-0.997426"
"Q9C0J8","WDR33","3.33956","-0.997588"
"Q96CW1","AP2M1","3.24852","-0.998941"
"Q9NVH1","DNAJC11","4.79535","-0.998953"
"Q86YP4","GATAD2A","3.08846","-1.00394"
"Q04446","GBE1","2.51256","-1.00612"
"Q587I9","SFT2D3","0.271456","-1.00638"
"P08311","CTSG","1.48558","-1.00646"
"P61225","RAP2B","2.52805","-1.0093"
"Q9NUP9","LIN7C","4.52988","-1.0102"
"Q9NZ52","GGA3","0.701525","-1.01067"
"P08670","VIM","5.73477","-1.01367"
"P16070","CD44","4.01652","-1.01369"
"Q8IUF8","RIOX2","1.32217","-1.01609"
"Q6KC79","NIPBL","2.53314","-1.01697"
"Q86YR5","GPSM1","1.72276","-1.01768"
"Q9Y3E5","PTRH2","3.07268","-1.02276"
"P14859","POU2F1","1.25207","-1.02379"
"Q96GM5","SMARCD1","1.85604","-1.02396"
"Q5QJ38","TCHHL1","1.41251","-1.02525"
"Q9NQ88","TIGAR","2.60008","-1.02595"
"Q9Y6K5","OAS3","1.52142","-1.03037"
"Q96PU4","UHRF2","1.35377","-1.03135"
"C9JLW8","MCRIP1","2.21426","-1.03153"
"Q96CX2","KCTD12","1.701","-1.03343"
"Q8NF37","LPCAT1","3.0216","-1.03345"
"P13726","F3","1.93739","-1.03358"
"O14745","SLC9A3R1","3.62391","-1.03542"
"P49757","NUMB","2.50907","-1.03729"
"Q8TF01","PNISR","1.93336","-1.03864"
"Q9BPX5","ARPC5L","4.69264","-1.03868"
"Q7RTP6","MICAL3","0.877065","-1.04192"
"P05091","ALDH2","3.42639","-1.04203"
"P08195","SLC3A2","6.73698","-1.04244"
"Q5UIP0","RIF1","3.19892","-1.04541"
"O95801","TTC4","2.28315","-1.04696"
"Q6P1L5","FAM117B","2.87678","-1.04867"
"Q92791","P3H4","1.38189","-1.05066"
"Q9Y4P3","TBL2","3.10468","-1.05095"
"Q9H6D7","HAUS4","0.624235","-1.05213"
"P49419","ALDH7A1","3.59512","-1.05221"
"O14686","KMT2D","0.826789","-1.05331"
"P61160","ACTR2","3.19197","-1.05715"
"Q86VW0","SESTD1","0.891544","-1.05823"
"Q8IWT0","ZBTB8OS","0.260447","-1.05826"
"O00291","HIP1","2.24667","-1.05848"
"P36871","PGM1","3.30179","-1.05919"
"Q9ULV4","CORO1C","4.32022","-1.06159"
"Q9Y6M1","IGF2BP2","4.12911","-1.063"
"P21127","CDK11B","0.692679","-1.06406"
"Q9NR12","PDLIM7","2.9645","-1.06426"
"Q9NQS1","AVEN","1.75041","-1.06432"
"Q03519","TAP2","2.42586","-1.06556"
"Q8WVV9","HNRNPLL","2.06235","-1.06925"
"O60678","PRMT3","2.81965","-1.07036"
"Q9Y6K0","CEPT1","3.19641","-1.07106"
"Q8WZ42","TTN","3.35438","-1.07239"
"O75044","SRGAP2","1.57922","-1.07322"
"Q5VZ89","DENND4C","1.33902","-1.07356"
"Q86V48","LUZP1","2.25491","-1.07632"
"Q92783","STAM","1.98188","-1.07823"
"P35712","SOX6","3.03896","-1.07834"
"P22309","UGT1A1","0.75292","-1.08043"
"P35240","NF2","1.38388","-1.08297"
"O00411","POLRMT","1.55079","-1.0839"
"P53634","CTSC","4.27789","-1.0851"
"P11274","BCR","1.29427","-1.08535"
"Q9NWT6","HIF1AN","1.62263","-1.08555"
"O15357","INPPL1","1.40173","-1.08561"
"Q16643","DBN1","3.94033","-1.0884"
"P27487","DPP4","1.95679","-1.09032"
"Q15293","RCN1","4.88103","-1.09156"
"Q9UK59","DBR1","1.70033","-1.09224"
"Q9UH03","SEPTIN3","1.16126","-1.09281"
"Q68DL7","C18orf63","1.92556","-1.09289"
"Q6ZMK1","CYHR1","0.523049","-1.09344"
"Q8IWA0","WDR75","2.13891","-1.09598"
"O95470","SGPL1","1.30131","-1.09795"
"Q14112","NID2","0.828935","-1.09911"
"Q96FF7","MISP3","0.810516","-1.09912"
"O94875","SORBS2","0.927484","-1.09965"
"Q96D15","RCN3","1.91712","-1.09999"
"Q5J8M3","EMC4","2.24327","-1.10033"
"Q9H5N1","RABEP2","1.5304","-1.10064"
"Q8N3D4","EHBP1L1","1.50755","-1.10364"
"O43795","MYO1B","2.76174","-1.10412"
"P08579","SNRPB2","4.87994","-1.10424"
"Q16513","PKN2","1.97363","-1.10458"
"Q4KMP7","TBC1D10B","0.377087","-1.10465"
"Q9Y6I3","EPN1","2.27442","-1.10609"
"Q96C19","EFHD2","3.24813","-1.10845"
"Q9ULL5","PRR12","-0.0366834","-1.10969"
"O15047","SETD1A","0.833639","-1.11189"
"O60613","SELENOF","2.89323","-1.1148"
"Q08629","SPOCK1","0.358203","-1.11673"
"Q14699","RFTN1","1.82076","-1.11999"
"Q9UK80","USP21","3.62745","-1.12079"
"Q8N6T7","SIRT6","0.0402485","-1.12083"
"Q9H147","DNTTIP1","0.914919","-1.12111"
"Q9P000","COMMD9","1.78102","-1.12208"
"P48200","IREB2","1.67205","-1.12219"
"Q9NUA8","ZBTB40","0.47453","-1.12518"
"P29083","GTF2E1","2.76089","-1.128"
"P09543","CNP","4.09181","-1.12824"
"P00846","MT-ATP6","1.72643","-1.13808"
"Q8N441","FGFRL1","2.60776","-1.13838"
"Q9BRU9","UTP23","0.69219","-1.15228"
"O95994","AGR2","3.97474","-1.15295"
"Q6ZS30","NBEAL1","2.03375","-1.15634"
"P00533","EGFR","2.79273","-1.15691"
"Q658P3","STEAP3","1.87583","-1.16004"
"Q96RK0","CIC","1.00536","-1.16021"
"Q9BZF9","UACA","1.14782","-1.16112"
"Q6UB35","MTHFD1L","3.99993","-1.16156"
"O43399","TPD52L2","5.22367","-1.1617"
"Q96HE7","ERO1A","3.69291","-1.16291"
"Q9ULH7","MRTFB","2.26481","-1.16375"
"P01111","NRAS","2.98977","-1.16406"
"P07858","CTSB","3.97011","-1.16803"
"Q9UKE5","TNIK","1.2207","-1.16824"
"Q8IZ21","PHACTR4","0.583464","-1.16947"
"Q9P0M6","MACROH2A2","3.74982","-1.16973"
"Q9UPN3","MACF1","3.48653","-1.1729"
"Q9UM00","TMCO1","2.67614","-1.17362"
"Q9Y240","CLEC11A","2.1324","-1.17444"
"Q9UH65","SWAP70","2.28336","-1.17538"
"Q92692","NECTIN2","3.41989","-1.17778"
"Q9UKM9","RALY","6.73365","-1.18055"
"Q70UQ0","IKBIP","2.72936","-1.18173"
"P63146","UBE2B","1.9458","-1.18203"
"Q14956","GPNMB","2.63524","-1.18205"
"P19256","CD58","1.65751","-1.18292"
"P18827","SDC1","2.39056","-1.18352"
"Q96FS4","SIPA1","3.61628","-1.18381"
"Q13427","PPIG","3.06105","-1.18429"
"Q16637","SMN1","2.29955","-1.18523"
"Q16637","SMN2","2.29955","-1.18523"
"Q9Y6M7","SLC4A7","1.74169","-1.18586"
"Q9GZR7","DDX24","3.21791","-1.1879"
"Q9NZI8","IGF2BP1","2.70832","-1.18957"
"P35754","GLRX","2.07293","-1.19089"
"P18031","PTPN1","3.22338","-1.19183"
"P35613","BSG","6.89946","-1.19379"
"Q99661","KIF2C","2.29257","-1.19685"
"Q8WUD1","RAB2B","0.269134","-1.19736"
"Q9HC35","EML4","2.50709","-1.19743"
"Q9H3M7","TXNIP","1.4227","-1.1979"
"Q10471","GALNT2","3.82174","-1.19809"
"Q9UKA9","PTBP2","5.81818","-1.19839"
"P13807","GYS1","1.55884","-1.19944"
"O60318","MCM3AP","0.729426","-1.19996"
"P13987","CD59","2.43648","-1.20094"
"P43246","MSH2","3.33143","-1.20121"
"Q9NVJ2","ARL8B","3.3568","-1.20193"
"Q99574","SERPINI1","-0.141674","-1.20195"
"Q16512","PKN1","1.71037","-1.20647"
"Q8NE71","ABCF1","3.5995","-1.20675"
"Q8IX03","WWC1","1.98231","-1.20826"
"Q9H1I8","ASCC2","1.8855","-1.21307"
"P17900","GM2A","2.69452","-1.21501"
"P29692","EEF1D","7.48912","-1.21743"
"Q9Y4F1","FARP1","1.1407","-1.21848"
"Q9UL40","ZNF346","0.823152","-1.21868"
"O60739","EIF1B","-0.0368957","-1.21968"
"Q9UHQ4","BCAP29","0.524524","-1.22136"
"Q9UBD5","ORC3","0.543999","-1.22285"
"Q9H6K4","OPA3","1.93302","-1.22742"
"P11216","PYGB","3.15025","-1.22841"
"Q8N131","TMEM123","3.78206","-1.22882"
"Q9Y295","DRG1","2.23125","-1.23223"
"Q8NI27","THOC2","2.63819","-1.23315"
"Q12860","CNTN1","2.38826","-1.23389"
"O94779","CNTN5","2.4988","-1.23423"
"P40818","USP8","2.08617","-1.23957"
"Q9NZM3","ITSN2","1.51606","-1.24483"
"Q9NVP1","DDX18","3.75893","-1.24554"
"Q9BPU6","DPYSL5","2.16255","-1.24608"
"O15231","ZNF185","2.13072","-1.2465"
"Q15631","TSN","3.77484","-1.25068"
"P52758","RIDA","2.52137","-1.25424"
"Q86WR7","PROSER2","1.01739","-1.25661"
"Q9UBS4","DNAJB11","4.40564","-1.25667"
"P10153","RNASE2","0.803186","-1.25786"
"P37235","HPCAL1","2.09058","-1.26036"
"Q9BVC4","MLST8","-0.404696","-1.26318"
"Q8N357","SLC35F6","2.28539","-1.26346"
"O15525","MAFG","0.0160044","-1.26377"
"Q14C86","GAPVD1","2.97575","-1.26384"
"Q9BRD0","BUD13","2.08353","-1.26703"
"Q13562","NEUROD1","-0.321058","-1.27014"
"P00918","CA2","1.85662","-1.27077"
"P50607","TUB","2.86412","-1.27374"
"Q92575","UBXN4","3.51287","-1.27728"
"Q9H000","MKRN2","1.69532","-1.27792"
"Q9BQE9","BCL7B","0.132335","-1.27804"
"Q9NQV6","PRDM10","1.55519","-1.27821"
"O15533","TAPBP","3.68274","-1.28865"
"Q96GD4","AURKB","1.22182","-1.28963"
"P61006","RAB8A","4.58381","-1.29087"
"Q8WWI1","LMO7","2.644","-1.29091"
"Q9C0H9","SRCIN1","0.115267","-1.29171"
"P10301","RRAS","2.41476","-1.2934"
"O14548","COX7A2L","2.19431","-1.29723"
"P07910","HNRNPC","9.8819","-1.29803"
"P30825","SLC7A1","2.43423","-1.30246"
"P11413","G6PD","3.5809","-1.30487"
"Q9Y371","SH3GLB1","2.58547","-1.30489"
"Q99575","POP1","2.89852","-1.3063"
"Q8N6N7","ACBD7","-0.58454","-1.3129"
"Q9C0I1","MTMR12","1.05609","-1.31356"
"Q14669","TRIP12","2.21862","-1.31365"
"P14209","CD99","3.27227","-1.31529"
"P67936","TPM4","5.22709","-1.31555"
"P62253","UBE2G1","-0.161023","-1.3167"
"Q8N766","EMC1","2.91683","-1.32084"
"O14776","TCERG1","4.85295","-1.32383"
"Q9UBK9","UXT","0.896801","-1.32473"
"Q12802","AKAP13","1.25391","-1.32821"
"P42785","PRCP","2.81784","-1.32935"
"Q8IVT2","MISP","2.50511","-1.33021"
"O00505","KPNA3","3.12035","-1.33124"
"O95678","KRT75","2.18084","-1.33128"
"Q9BVS5","TRMT61B","-0.675066","-1.33235"
"Q92560","BAP1","-0.472992","-1.33522"
"Q9NTK5","OLA1","4.40107","-1.33815"
"Q8NBK3","SUMF1","1.11819","-1.34267"
"Q8WUP2","FBLIM1","1.02572","-1.34298"
"Q9P0M2","AKAP7","-1.22735","-1.34368"
"O00161","SNAP23","2.8661","-1.34618"
"Q3ZCQ8","TIMM50","4.44549","-1.34813"
"O75794","CDC123","1.04939","-1.34958"
"Q9Y4W2","LAS1L","2.35737","-1.35252"
"P11047","LAMC1","2.44977","-1.35273"
"Q9NXW2","DNAJB12","1.59087","-1.35662"
"P80723","BASP1","2.60631","-1.35708"
"Q9H5V8","CDCP1","2.00311","-1.3584"
"Q8N567","ZCCHC9","0.84058","-1.3621"
"Q9HAS0","C17orf75","0.12704","-1.36261"
"Q9P2J5","LARS1","3.22323","-1.36337"
"Q8TCA0","LRRC20","1.36251","-1.36734"
"P26639","TARS1","4.51523","-1.37893"
"Q96ST2","IWS1","3.22528","-1.38302"
"Q8TB37","NUBPL","0.796871","-1.38849"
"P14735","IDE","2.16705","-1.38874"
"Q9Y6N5","SQOR","2.31816","-1.39064"
"Q5T2R2","PDSS1","-1.04199","-1.39812"
"Q9Y5A7","NUB1","0.936343","-1.40082"
"P14373","TRIM27","1.10456","-1.40398"
"Q9GZP9","DERL2","-0.0276571","-1.40964"
"P61769","B2M","2.02312","-1.41859"
"Q56VL3","OCIAD2","2.09856","-1.41885"
"P41212","ETV6","1.53972","-1.41954"
"Q9UBF2","COPG2","2.2725","-1.41986"
"Q02952","AKAP12","2.24047","-1.42176"
"Q8N1F7","NUP93","5.14806","-1.42754"
"O94966","USP19","0.995234","-1.43512"
"P49116","NR2C2","0.846575","-1.43739"
"Q9BUP3","HTATIP2","2.59895","-1.44042"
"P52788","SMS","3.0357","-1.44045"
"Q92887","ABCC2","-0.696039","-1.44124"
"P20337","RAB3B","1.90189","-1.44906"
"Q7Z794","KRT77","0.99899","-1.45114"
"Q9NV70","EXOC1","2.30816","-1.45207"
"P46199","MTIF2","2.38582","-1.45723"
"Q6UX41","BTNL8","3.29125","-1.45962"
"P29590","PML","2.71147","-1.46182"
"Q9Y6A5","TACC3","1.12077","-1.46434"
"Q13813","SPTAN1","5.29955","-1.47227"
"O75400","PRPF40A","4.38154","-1.47419"
"Q3ZAQ7","VMA21","1.81164","-1.47625"
"P63000","RAC1","4.3368","-1.47627"
"Q5H9F3","BCORL1","-0.998743","-1.47632"
"Q99598","TSNAX","2.36273","-1.47917"
"P60602","ROMO1","1.09246","-1.47953"
"Q13454","TUSC3","0.802544","-1.48641"
"Q6NUK1","SLC25A24","4.29039","-1.48642"
"Q15417","CNN3","2.47954","-1.48658"
"P50454","SERPINH1","3.73824","-1.49025"
"O95714","HERC2","2.88177","-1.49026"
"P43304","GPD2","3.53668","-1.49034"
"P63172","DYNLT1","1.51112","-1.49099"
"Q96LB3","IFT74","0.161767","-1.49134"
"Q13976","PRKG1","-0.278555","-1.49275"
"O94819","KBTBD11","1.12466","-1.49414"
"Q96SB8","SMC6","0.833793","-1.49622"
"Q8TCZ2","CD99L2","-0.528183","-1.49841"
"Q86Y37","CACUL1","1.58356","-1.49853"
"P17026","ZNF22","1.10246","-1.50024"
"P10092","CALCB","-1.27003","-1.50481"
"Q53GG5","PDLIM3","-0.316836","-1.51133"
"O43715","TRIAP1","-1.68358","-1.51209"
"Q9H8Y8","GORASP2","3.73164","-1.51601"
"P14868","DARS1","4.87515","-1.52232"
"Q9H4L4","SENP3","1.19199","-1.52937"
"O94880","PHF14","1.97386","-1.5373"
"Q8N4T4","ARHGEF39","-0.230959","-1.53849"
"Q9UPW6","SATB2","1.43487","-1.54382"
"Q7RTS7","KRT74","2.05441","-1.54555"
"Q12769","NUP160","1.52772","-1.54736"
"Q12797","ASPH","3.16032","-1.54795"
"Q13308","PTK7","2.58077","-1.54852"
"Q9Y2H1","STK38L","0.271564","-1.54907"
"Q9HDC9","APMAP","4.03891","-1.55168"
"Q8IZ52","CHPF","0.825638","-1.55328"
"Q01082","SPTBN1","5.41675","-1.55507"
"Q6QNY0","BLOC1S3","0.445532","-1.55562"
"P56545","CTBP2","2.36539","-1.56041"
"P51151","RAB9A","0.824227","-1.56343"
"O15091","PRORP","0.807406","-1.5694"
"Q27J81","INF2","2.42914","-1.56946"
"Q9NYU2","UGGT1","3.94354","-1.56947"
"P57764","GSDMD","1.98427","-1.57313"
"Q9UBF6","RNF7","0.433741","-1.57362"
"Q8N307","MUC20","0.945903","-1.57764"
"Q9NSB2","KRT84","3.30461","-1.58153"
"P98171","ARHGAP4","1.25785","-1.59253"
"Q5VW38","GPR107","0.651857","-1.59967"
"O14646","CHD1","0.671177","-1.60245"
"P11234","RALB","2.91052","-1.60352"
"P35611","ADD1","2.15517","-1.60377"
"Q7Z7C8","TAF8","-0.339425","-1.61491"
"Q9Y6D6","ARFGEF1","-0.0625343","-1.61862"
"Q96AQ6","PBXIP1","1.85049","-1.62114"
"Q9H7P6","MVB12B","-0.791197","-1.62144"
