Uniprot ID,Symbol,Protein Intensity,Prot_Z_Score,read_count,fpkm,tpm,driver gene method_of_action
Q8IXQ3,C9orf40,2.45312,0.592371,1002,7.03,25.54,
Q8WV22,NSMCE1,2.55921,0.592309,1751,7.58,27.54,
Q8WVJ2,NUDCD2,4.72669,0.591918,3283,6.06,22.02,
Q8WXX5,DNAJC9,5.12892,0.591356,3699,15.27,55.48,
Q96DB5,RMDN1,3.50691,0.590863,3594,10.39,37.75,
Q8IZT6,ASPM,4.30324,0.590575,16545,24.7,89.74,
Q9HAF1,MEAF6,3.43101,0.590235,3532,16.54,60.09,
P26232,CTNNA2,4.46396,0.590031,83,0.18,0.65,
Q8TEA8,DTD1,4.88519,0.587989,2693,13.21,47.99,
P84085,ARF5,3.8685,0.587465,9633,84.07,305.43,
Q6IPR1,ETFRF1,2.17433,0.586464,1781,11.79,42.83,
P51858,HDGF,6.17804,0.586206,35345,154.11,559.88,
O43583,DENR,5.95194,0.586185,13363,61.02,221.69,
P50213,IDH3A,6.16443,0.586171,4954,11.84,43.01,
Q8WXA3,RUFY2,1.97355,0.585902,1823,3.66,13.3,
Q96E14,RMI2,2.56143,0.585493,2038,12.32,44.76,LoF
P83436,COG7,2.81797,0.5852,2211,8.31,30.19,
Q8IUE6,H2AC21,8.63937,0.584612,1,0.04,0.15,
Q13190,STX5,3.79167,0.583475,1552,11.23,40.8,
Q7L590,MCM10,3.90432,0.583088,5820,17.42,63.29,
Q8N954,GPATCH11,2.52956,0.58254,2542,10.27,37.31,
Q9NSD9,FARSB,6.08974,0.582427,8201,39.75,144.41,
Q9HCH5,SYTL2,2.96584,0.581881,11612,16.83,61.14,
P62879,GNB2,6.20565,0.581615,12011,68.65,249.41,
Q8WVQ1,CANT1,3.36051,0.581578,5309,19.61,71.24,fusion
Q9BS40,LXN,3.38718,0.581573,479,5.2,18.89,
Q9H5H4,ZNF768,2.75445,0.581208,3399,23.17,84.18,
Q99747,NAPG,3.96517,0.580519,3460,10.11,36.73,
P24752,ACAT1,7.66592,0.580329,7064,20.66,75.06,
Q9UBB9,TFIP11,2.92434,0.580242,1685,5.06,18.38,
Q9Y2Y4,ZBTB32,3.08031,0.579749,59,0.35,1.27,
Q13330,MTA1,3.10059,0.579621,3885,9.11,33.1,
P40925,MDH1,8.34509,0.578999,13978,45.74,166.17,
Q9H2V7,SPNS1,2.82495,0.578889,294,1.27,4.61,
Q96SU4,OSBPL9,3.38578,0.578439,2560,4.39,15.95,
P28482,MAPK1,5.36467,0.578254,14602,21.03,76.4,Act
P05386,RPLP1,8.9981,0.577735,25707,128.33,466.22,
P01042,KNG1,4.77949,0.577513,0,0.0,0.0,
Q92989,CLP1,2.92056,0.577397,903,5.28,19.18,
P06746,POLB,3.83594,0.57511,1551,6.17,22.42,
P55209,NAP1L1,7.97995,0.574886,72544,68.26,247.99,
P49321,NASP,7.83251,0.574799,22552,44.35,161.12,
P21266,GSTM3,3.88195,0.574799,1486,5.11,18.56,
Q9BXS6,NUSAP1,3.64617,0.574017,11021,62.6,227.43,
Q4KMG0,CDON,3.6565,0.573783,370,0.57,2.07,
Q9P015,MRPL15,4.28148,0.572213,3170,43.46,157.89,
Q99459,CDC5L,6.14203,0.572162,8043,20.45,74.3,
Q6P4R8,NFRKB,1.38599,0.571385,3371,8.69,31.57,
Q96KC8,DNAJC1,3.31303,0.571069,1639,10.7,38.87,
Q9H7N4,SCAF1,3.73512,0.570811,2992,10.74,39.02,
Q96GC5,MRPL48,3.7527,0.570354,3035,11.3,41.05,
P10176,COX8A,4.00569,0.570161,6181,199.07,723.22,
Q8IXB1,DNAJC10,3.30511,0.570125,20264,15.16,55.08,
Q9BWU0,SLC4A1AP,3.57239,0.569782,3073,9.64,35.02,
Q9BQG0,MYBBP1A,5.39584,0.569532,8266,21.76,79.05,
Q9HAV7,GRPEL1,6.76081,0.569445,4072,15.92,57.84,
Q9UHK0,NUFIP1,2.9274,0.56941,1481,6.93,25.18,
Q8NFF5,FLAD1,3.26738,0.568701,4115,16.72,60.74,
Q8IV38,ANKMY2,1.65171,0.568002,788,4.51,16.38,
Q8N7X0,ADGB,3.43957,0.567065,0,0.0,0.0,
Q8IYQ7,THNSL1,2.80789,0.567053,1915,8.26,30.01,
P04035,HMGCR,3.53058,0.567032,13803,36.27,131.77,
Q16774,GUK1,4.30088,0.566567,4845,16.74,60.82,
O14773,TPP1,5.95073,0.565451,5092,16.97,61.65,
P61916,NPC2,5.29839,0.56484,3584,21.29,77.35,
O75787,ATP6AP2,4.00716,0.564727,5669,35.98,130.72,
Q96HA7,TONSL,1.83771,0.564469,4786,10.99,39.93,
Q8IYT4,KATNAL2,7.77233,0.563733,1031,3.52,12.79,
Q04656,ATP7A,2.3937,0.563549,1442,2.76,10.03,
P16949,STMN1,8.3925,0.563373,36496,95.18,345.79,
Q6UXG2,ELAPOR1,3.89717,0.563148,11571,20.32,73.82,
Q9UKV3,ACIN1,6.16282,0.562735,16497,29.57,107.43,
Q9Y5L4,TIMM13,5.70311,0.561813,3202,26.5,96.27,
O15397,IPO8,2.35354,0.560995,7885,18.59,67.54,
Q8WXC6,COPS9,2.08968,0.560767,667,5.34,19.4,
P62753,RPS6,8.07251,0.560708,63470,381.88,1387.37,
Q9HC36,MRM3,3.10585,0.560226,1335,10.56,38.36,
Q9BTC8,MTA3,2.82794,0.55928,1420,2.19,7.96,
P53621,COPA,6.11751,0.558941,19511,51.12,185.72,
Q8TD08,MAPK15,4.73445,0.557694,1467,7.84,28.48,
P63220,RPS21,9.05398,0.557544,13384,213.64,776.16,
Q96ST3,SIN3A,4.00664,0.557318,7192,9.43,34.26,Act
Q9UBI1,COMMD3,2.63916,0.557267,1446,7.12,25.87,
Q14566,MCM6,6.15412,0.556351,9675,38.36,139.36,
O75940,SMNDC1,4.00149,0.556044,2764,8.33,30.26,
P30041,PRDX6,8.34768,0.555796,16508,113.88,413.73,
Q9UPQ9,TNRC6B,1.64394,0.55576,6154,5.02,18.24,
Q9UIA9,XPO7,2.82404,0.555642,18153,42.9,155.86,
P62273,RPS29,7.12323,0.555505,7160,11.95,43.41,
Q9NRG0,CHRAC1,5.68853,0.554442,3310,16.37,59.47,
P18621,RPL17,6.68094,0.554223,6279,40.77,148.12,
Q92945,KHSRP,8.20026,0.553406,17555,62.82,228.23,
Q9Y3Y2,CHTOP,3.89674,0.553247,9638,27.98,101.65,
P55327,TPD52,5.34392,0.553072,9771,19.46,70.7,
O75131,CPNE3,4.15726,0.553004,11373,27.34,99.33,
P19634,SLC9A1,2.4075,0.552368,6962,19.03,69.14,
O75531,BANF1,7.741,0.552055,7976,79.17,287.63,
P12268,IMPDH2,7.74235,0.551638,18061,106.35,386.37,
P0CG12,CHTF8,3.87407,0.551485,7863,37.95,137.87,
A2RRH5,WDR27,3.18072,0.54911,2690,4.29,15.59,
P18583,SON,5.99322,0.548946,30470,37.77,137.22,
Q4G0P3,HYDIN,7.77318,0.548298,43,0.03,0.11,
Q9Y6W3,CAPN7,4.91109,0.548169,3950,11.52,41.85,
Q9UHR5,SAP30BP,4.16421,0.548084,2280,4.5,16.35,
Q96GK7,FAHD2A,3.91479,0.547744,1405,4.05,14.71,
Q13601,KRR1,4.69655,0.54624,8045,12.22,44.4,
E9PAV3,NACA,5.92946,0.544699,45924,74.93,272.22,
Q15008,PSMD6,4.12484,0.544668,5450,9.75,35.42,
Q15390,MTFR1,2.46694,0.544156,4385,15.47,56.2,
O00264,PGRMC1,7.81304,0.543861,7578,64.48,234.26,
Q8IYL3,C1orf174,1.67765,0.543852,2887,10.74,39.02,
P48634,PRRC2A,4.0014,0.543677,22237,39.84,144.74,
P61923,COPZ1,5.33254,0.543162,18089,75.72,275.09,
O75179,ANKRD17,2.52677,0.542759,14367,19.48,70.77,
Q15056,EIF4H,6.35428,0.542714,36070,184.58,670.58,
Q86VI3,IQGAP3,3.29138,0.542481,11013,26.67,96.89,
O75663,TIPRL,4.05163,0.541776,5131,26.02,94.53,
Q8WUH6,TMEM263,4.36788,0.541188,2274,7.79,28.3,
P98179,RBM3,6.3191,0.541049,15516,67.91,246.72,
Q8NFH3,NUP43,4.21891,0.540782,5961,21.96,79.78,
Q9Y3A5,SBDS,5.2377,0.540586,6642,62.62,227.5,LoF
Q7Z6R9,TFAP2D,3.80274,0.5397,51,0.45,1.63,
Q02818,NUCB1,5.47675,0.53936,10419,43.21,156.98,
Q9Y2D4,EXOC6B,2.41929,0.538963,1683,2.7,9.81,
Q96LJ7,DHRS1,3.11317,0.53839,1668,5.45,19.8,
Q66K14,TBC1D9B,2.02011,0.538378,7100,10.11,36.73,
Q86TP1,PRUNE1,2.64255,0.538025,2946,15.71,57.07,
O60831,PRAF2,5.3416,0.53798,885,8.32,30.23,
Q13613,MTMR1,2.13194,0.537969,4095,10.58,38.44,
Q9UJC5,SH3BGRL2,2.12665,0.537602,2762,9.69,35.2,
Q2TAA5,ALG11,2.69705,0.536635,1973,4.18,15.19,
Q13572,ITPK1,3.27286,0.536611,4321,10.4,37.78,
P50583,NUDT2,3.241,0.536289,1182,17.95,65.21,
Q14152,EIF3A,6.17789,0.535907,31512,72.46,263.25,
O43148,RNMT,3.89321,0.535905,3925,9.18,33.35,
P50151,GNG10,3.66104,0.535786,1039,11.38,41.34,
Q86WX3,RPS19BP1,3.35779,0.535446,2649,11.5,41.78,
O95486,SEC24A,3.6317,0.535199,4411,10.0,36.33,
Q8NB90,SPATA5,2.56111,0.534545,1784,3.53,12.82,
Q8NBM8,PCYOX1L,2.70407,0.534506,2555,6.87,24.96,
O75153,CLUH,4.12159,0.533702,10830,25.63,93.11,
Q5SXM8,DNLZ,2.55058,0.533474,13,0.07,0.25,
Q96EP5,DAZAP1,6.12574,0.533002,11922,21.16,76.87,LoF
P39748,FEN1,6.42457,0.532167,10848,71.48,259.69,
Q9P2K3,RCOR3,2.43768,0.532067,4772,8.57,31.13,
Q8TEY7,USP33,2.10799,0.531815,5767,13.61,49.45,
O43278,SPINT1,4.79519,0.531668,6260,28.86,104.85,
P54727,RAD23B,7.07445,0.531642,17848,63.15,229.43,
Q9H0E3,SAP130,3.58996,0.53164,1764,6.59,23.94,
P35237,SERPINB6,5.44188,0.531468,4057,14.01,50.9,
P27824,CANX,8.705,0.531269,87904,230.22,836.39,
A6NHR9,SMCHD1,3.96825,0.530709,12443,16.64,60.45,
P62277,RPS13,8.4277,0.530702,20556,153.55,557.85,
Q6ZU65,UBN2,2.50921,0.530226,8116,8.09,29.39,
Q9UER7,DAXX,3.16493,0.530088,6063,27.02,98.16,ambiguous
P49590,HARS2,3.83454,0.529824,4000,19.16,69.61,
Q8WWQ0,PHIP,3.69164,0.52969,15581,19.2,69.75,
O75616,ERAL1,3.97488,0.529018,7163,50.46,183.32,
Q15365,PCBP1,8.17429,0.528917,11740,109.55,398.0,Act
Q969S3,ZNF622,4.03215,0.5287,1690,16.24,59.0,
P55196,AFDN,4.71358,0.528419,9857,11.73,42.62,Act
P55795,HNRNPH2,4.83363,0.527623,7823,57.46,208.75,
P39019,RPS19,7.91551,0.526997,22731,97.55,354.4,
Q9BY32,ITPA,4.68584,0.526647,4696,37.03,134.53,
P17050,NAGA,3.70947,0.526421,2907,12.81,46.54,
Q9BV68,RNF126,3.09259,0.525469,1340,6.26,22.74,
Q96KP4,CNDP2,5.8031,0.525372,9252,12.75,46.32,
O14662,STX16,4.25991,0.524677,5342,17.11,62.16,
P28288,ABCD3,4.74406,0.524652,8587,18.65,67.76,
P61247,RPS3A,8.32754,0.52448,96188,670.94,2437.53,ambiguous
Q9NRL3,STRN4,2.63912,0.523767,5125,10.95,39.78,
P49006,MARCKSL1,6.52204,0.523618,7898,75.91,275.78,
Q01484,ANK2,3.63586,0.523189,1062,0.95,3.45,
O00471,EXOC5,2.43659,0.522916,8618,11.19,40.65,
O75608,LYPLA1,5.41948,0.522577,9422,32.78,119.09,
P49411,TUFM,8.91531,0.521721,16717,120.2,436.69,
Q15075,EEA1,4.30563,0.521426,6569,10.57,38.4,
Q96HQ2,CDKN2AIPNL,3.60648,0.520353,2263,21.03,76.4,
Q9H3K6,BOLA2B,6.34786,0.518027,36,0.43,1.56,
Q9H3K6,BOLA2,6.34786,0.518027,0,0.0,0.0,
Q9P2K5,MYEF2,4.32285,0.517804,6223,7.22,26.23,
O43447,PPIH,5.08264,0.517703,2453,27.74,100.78,
Q9H6T0,ESRP2,2.52237,0.517603,6768,19.87,72.19,
Q7Z7H8,MRPL10,4.29079,0.517193,1627,9.61,34.91,
O43837,IDH3B,5.22816,0.516872,6773,43.08,156.51,
Q9GZP4,PITHD1,4.27534,0.516681,3217,24.03,87.3,
O60684,KPNA6,3.86558,0.516293,9352,20.42,74.19,
P58397,ADAMTS12,3.36523,0.515627,8,0.01,0.04,
Q99081,TCF12,2.75292,0.515342,5369,9.28,33.71,fusion
P61964,WDR5,3.83186,0.515164,6207,27.93,101.47,
Q9NX20,MRPL16,3.12968,0.513599,3058,21.99,79.89,
Q53GA4,PHLDA2,2.98025,0.513481,1411,24.13,87.66,
Q96C36,PYCR2,4.59023,0.513086,5592,25.35,92.1,
Q8N6N3,C1orf52,2.4453,0.512914,1324,6.32,22.96,
Q8N1B4,VPS52,2.11924,0.512304,6064,21.99,79.89,
P61970,NUTF2,7.29921,0.512281,6931,29.06,105.58,
Q08117,TLE5,2.73527,0.512188,4833,14.9,54.13,
Q9Y399,MRPS2,4.71742,0.512051,3750,24.85,90.28,
Q9P2W9,STX18,2.61003,0.512014,1929,5.91,21.47,
Q8WYP5,AHCTF1,3.9269,0.511504,15780,26.82,97.44,
P47736,RAP1GAP,1.32892,0.511471,3934,11.16,40.54,
Q9Y3A2,UTP11,3.0305,0.511232,3090,14.91,54.17,
Q5BKZ1,ZNF326,4.96325,0.511192,6886,10.24,37.2,
Q9P1Z2,CALCOCO1,1.63435,0.510924,3084,5.66,20.56,
Q00403,GTF2B,3.71482,0.510743,1704,12.51,45.45,
Q6ZUT9,DENND5B,5.17446,0.510683,1393,2.01,7.3,
O75976,CPD,4.89024,0.509207,12857,16.75,60.85,
Q6NUQ4,TMEM214,3.56066,0.508999,4440,14.77,53.66,
P61981,YWHAG,7.69116,0.508848,29680,129.24,469.53,
Q13085,ACACA,3.56752,0.508756,23654,29.69,107.86,
P32322,PYCR1,6.05839,0.508219,7727,43.72,158.84,
Q9NQT8,KIF13B,3.01367,0.508189,3199,4.7,17.08,
Q99426,TBCB,5.86912,0.507525,3164,15.53,56.42,
P33552,CKS2,2.40301,0.50749,5383,143.39,520.94,
P61088,UBE2N,5.84814,0.507443,9987,26.01,94.49,
Q13247,SRSF6,7.37473,0.507215,20891,74.27,269.82,
Q9ULF5,SLC39A10,4.25811,0.507172,5908,13.95,50.68,
Q9ULF5,SLC39A10,4.25811,0.507172,5908,13.95,50.68,
P43121,MCAM,4.99025,0.506621,215,0.47,1.71,
Q8TBM8,DNAJB14,3.19352,0.506483,6665,8.32,30.23,
P29084,GTF2E2,2.46275,0.506431,1589,10.0,36.33,
Q49AR2,C5orf22,2.66911,0.506402,4084,15.98,58.06,
P46013,MKI67,5.71178,0.505582,35324,45.04,163.63,
P46013,MKI67,5.71178,0.505582,35324,45.04,163.63,
P46013,MKI67,5.71178,0.505582,35324,45.04,163.63,
O75323,NIPSNAP2,5.39369,0.505295,5638,16.29,59.18,
Q8WWY8,LIPH,4.34288,0.505267,442,1.75,6.36,
Q16514,TAF12,3.00618,0.504608,1281,8.95,32.52,
Q9BWC9,CCDC106,1.89688,0.503946,910,5.49,19.95,
P60866,RPS20,8.78611,0.503771,21155,115.07,418.05,
Q9P016,THYN1,4.5191,0.503681,2317,17.85,64.85,
Q9Y4W6,AFG3L2,6.18826,0.503129,7112,17.53,63.69,
P43251,BTD,2.5005,0.502716,797,3.51,12.75,
Q8NBF6,AVL9,2.8156,0.501339,11224,12.42,45.12,
Q9NX46,ADPRS,3.99759,0.500777,1468,14.37,52.21,
Q9BVC3,DSCC1,1.48267,0.500724,2639,16.55,60.13,
Q9UMS0,NFU1,4.61556,0.5004,1189,8.84,32.12,
Q9Y5A9,YTHDF2,3.6887,0.500245,7895,33.41,121.38,
Q15043,SLC39A14,3.67918,0.499706,11381,26.77,97.26,
Q02218,OGDH,5.74313,0.499698,15479,48.51,176.24,
O75683,SURF6,4.45845,0.499503,2495,8.81,32.01,
Q5T4S7,UBR4,4.16929,0.499442,21734,14.38,52.24,
Q8N0Z6,TTC5,2.38234,0.498959,2460,4.14,15.04,
P52594,AGFG1,3.57592,0.498644,6671,11.69,42.47,
P63241,EIF5A,5.36877,0.498312,41502,240.74,874.61,
Q9NP50,SINHCAF,2.21363,0.498256,16354,46.46,168.79,
Q13061,TRDN,5.00923,0.497566,11,0.03,0.11,
Q6NYC1,JMJD6,2.73528,0.497081,2246,6.14,22.31,
P19784,CSNK2A2,4.50765,0.496341,4938,11.68,42.43,
O43660,PLRG1,4.19401,0.495915,5076,16.42,59.65,
P10768,ESD,5.04429,0.495746,6661,31.98,116.18,
Q9Y5Y0,FLVCR1,3.2025,0.495724,4169,10.57,38.4,
Q8WUA2,PPIL4,3.10955,0.495692,2756,17.01,61.8,
Q9NRW7,VPS45,3.84114,0.495506,4257,11.1,40.33,
P32121,ARRB2,2.41739,0.495116,2240,8.37,30.41,
Q6JQN1,ACAD10,2.14327,0.494981,3725,6.81,24.74,
Q53RY4,KRTCAP3,2.27063,0.494616,2680,31.19,113.31,
O96005,CLPTM1,3.4049,0.494546,6317,19.73,71.68,
P32189,GK,2.31739,0.493854,1819,5.54,20.13,
Q9HB71,CACYBP,7.09514,0.493278,10746,38.9,141.32,
Q7Z7K6,CENPV,4.24765,0.49255,2795,19.83,72.04,
O00267,SUPT5H,4.39657,0.492227,7914,15.08,54.79,
O00267,SUPT5H,4.39657,0.492227,7914,15.08,54.79,
Q2VIR3,EIF2S3B,2.54167,0.49205,111,0.75,2.72,
Q9BU23,LMF2,3.70278,0.491692,4725,25.26,91.77,
Q9H074,PAIP1,4.18744,0.491414,4681,22.54,81.89,
Q13596,SNX1,4.32034,0.491111,10268,17.14,62.27,
Q7L513,FCRLA,2.74811,0.490784,3,0.01,0.04,
O75534,CSDE1,5.41932,0.490469,42827,121.03,439.7,
P55769,SNU13,7.06162,0.489996,7959,46.75,169.84,
Q05048,CSTF1,4.87901,0.489308,2769,9.42,34.22,
Q14677,CLINT1,4.12904,0.489195,7529,19.31,70.15,
P23258,TUBG1,2.37569,0.48915,6841,46.33,168.32,
Q96ES7,SGF29,2.29598,0.488901,781,6.0,21.8,
Q9BT22,ALG1,3.83881,0.48822,2011,7.3,26.52,
P62917,RPL8,7.94192,0.487693,57902,437.93,1591.0,
Q96N64,PWWP2A,2.59105,0.48657,2208,5.54,20.13,
P23193,TCEA1,5.16631,0.486494,12433,46.24,167.99,fusion
Q9ULT8,HECTD1,3.2137,0.486447,14830,19.28,70.04,
Q86YH6,PDSS2,3.33143,0.486083,2409,10.02,36.4,
Q12857,NFIA,1.80009,0.48604,1670,2.51,9.12,
P19623,SRM,6.47274,0.485732,5391,46.38,168.5,
Q9GZU5,NYX,5.73416,0.48533,0,0.0,0.0,
Q99759,MAP3K3,4.00425,0.485277,1540,4.12,14.97,
Q86X83,COMMD2,3.45548,0.484799,3465,11.54,41.92,
Q8TEQ6,GEMIN5,3.25828,0.483134,4161,12.05,43.78,
P07686,HEXB,5.19439,0.482367,5335,17.19,62.45,
Q9BVG4,PBDC1,5.03445,0.48203,1427,19.4,70.48,
Q9UPY6,WASF3,1.26699,0.481957,2612,8.26,30.01,
Q8TC44,POC1B,2.6848,0.481663,2948,5.5,19.98,
Q99519,NEU1,3.98934,0.481482,3671,12.43,45.16,
Q9Y448,KNSTRN,2.33929,0.480849,5135,22.95,83.38,
Q86UD0,SAPCD2,2.25349,0.480772,6037,25.62,93.08,
Q9Y248,GINS2,3.61031,0.480749,4649,23.26,84.5,
P22314,UBA1,7.39594,0.480195,24343,61.75,224.34,
E9PRG8,C11orf98,4.41309,0.480168,563,10.36,37.64,
Q6UW56,ATRAID,3.87271,0.479498,4952,40.05,145.5,
P60842,EIF4A1,6.53966,0.479339,1258,3.86,14.02,
O95716,RAB3D,3.73896,0.477493,3204,11.84,43.01,
Q9BQ75,CMSS1,3.19103,0.477418,2055,8.22,29.86,
Q9Y6C9,MTCH2,5.70712,0.476995,10746,60.57,220.05,
P04062,GBA,4.70179,0.476641,5269,23.59,85.7,
Q9H3R2,MUC13,5.31887,0.475962,4265,19.9,72.3,
Q9UBP9,GULP1,3.17401,0.475469,8444,11.51,41.82,
Q9Y281,CFL2,4.81362,0.47541,3518,8.0,29.06,
O94832,MYO1D,3.9126,0.475216,9997,19.94,72.44,
Q00839,HNRNPU,9.72725,0.475054,54811,108.62,394.62,
Q16555,DPYSL2,6.47523,0.474739,7165,16.59,60.27,
O75934,BCAS2,5.33884,0.474658,2170,27.28,99.11,
O75376,NCOR1,3.19421,0.473491,19578,20.75,75.39,LoF
O43292,GPAA1,3.70241,0.472392,7339,36.67,133.22,
Q9Y285,FARSA,5.3714,0.471712,6407,42.97,156.11,
Q03252,LMNB2,8.10548,0.470984,20443,61.45,223.25,
Q13630,GFUS,4.57582,0.470841,2765,12.47,45.3,
Q8NFC6,BOD1L1,1.76134,0.470572,3968,4.09,14.86,
P67775,PPP2CA,4.18704,0.470287,9269,26.74,97.15,
P04792,HSPB1,8.8598,0.469917,5756,57.52,208.97,
Q92520,FAM3C,4.56656,0.469905,6771,32.31,117.38,
P24941,CDK2,3.17564,0.46848,14408,60.42,219.51,
Q13595,TRA2A,5.12374,0.468208,8469,39.33,142.89,
Q8IXK0,PHC2,3.13445,0.468108,4285,14.06,51.08,
O75436,VPS26A,4.72666,0.467811,5962,27.31,99.22,
Q02241,KIF23,3.83598,0.467613,6881,17.62,64.01,
Q96KM6,ZNF512B,1.89575,0.466929,5010,13.59,49.37,
Q8NBQ5,HSD17B11,3.4157,0.465232,6187,41.49,150.73,
P40429,RPL13A,4.06738,0.465073,65375,450.62,1637.11,
P49591,SARS1,5.5014,0.463982,10159,43.25,157.13,
P22415,USF1,2.79015,0.46398,3468,24.24,88.06,
P45880,VDAC2,9.19532,0.463642,11020,63.65,231.24,
P18084,ITGB5,6.53252,0.463303,8943,22.65,82.29,
Q14155,ARHGEF7,2.72621,0.463018,2995,4.16,15.11,
Q96I76,GPATCH3,3.89004,0.462965,729,5.35,19.44,
P49207,RPL34,7.38033,0.462959,14247,68.57,249.12,
P46782,RPS5,8.37605,0.462745,35414,159.88,580.85,
Q13277,STX3,3.32872,0.462592,4011,14.72,53.48,
P46379,BAG6,5.76972,0.462331,13869,42.65,154.95,
Q92499,DDX1,6.23529,0.462134,12380,52.74,191.61,
Q9BRX2,PELO,3.20011,0.462033,2207,8.29,30.12,
P31689,DNAJA1,6.00365,0.46157,23040,137.81,500.67,
Q9UJ83,HACL1,2.54286,0.46147,1655,8.85,32.15,
Q13136,PPFIA1,2.68698,0.461421,6173,9.63,34.99,
Q9NP79,VTA1,5.68666,0.46114,5534,12.44,45.19,
P27105,STOM,5.36888,0.461129,10007,51.1,185.65,
P55036,PSMD4,5.47618,0.460954,9380,50.6,183.83,
P55036,PSMD4,5.47618,0.460954,9380,50.6,183.83,
Q9BPW4,APOL4,6.61929,0.46093,81,0.3,1.09,
Q9Y316,MEMO1,3.23432,0.460923,737,2.31,8.39,
Q86UY8,NT5DC3,2.76853,0.460539,5643,10.56,38.36,
Q9H2Y7,ZNF106,1.70282,0.460507,5987,8.01,29.1,
O00178,GTPBP1,3.77848,0.460264,3795,7.59,27.57,
Q9BUQ8,DDX23,5.37703,0.46005,11031,33.24,120.76,
Q9NVU7,SDAD1,3.14028,0.459534,3944,18.45,67.03,
Q8TB61,SLC35B2,3.41092,0.45944,7950,54.94,199.6,
P40938,RFC3,3.37045,0.459239,6966,39.58,143.8,
Q9H900,ZWILCH,2.38343,0.459103,8219,27.68,100.56,
Q9Y2V7,COG6,2.88516,0.458945,3129,6.35,23.07,
Q8NBM4,UBAC2,3.23331,0.458732,3615,12.82,46.58,
P16401,H1-5,11.359,0.458352,21,0.5,1.82,
Q92541,RTF1,3.65549,0.457749,7315,20.7,75.2,
O75367,MACROH2A1,7.76637,0.457473,20710,19.07,69.28,
Q15031,LARS2,3.4505,0.457319,4867,14.74,53.55,
Q9NX63,CHCHD3,6.8955,0.457064,6143,26.98,98.02,
Q96G28,CFAP36,2.66502,0.457013,3873,18.04,65.54,
P50053,KHK,4.75721,0.456795,641,3.42,12.42,
Q05519,SRSF11,5.7638,0.456105,18963,36.55,132.79,
Q86YS6,RAB43,2.59721,0.456089,111,0.36,1.31,
P59190,RAB15,7.55741,0.455739,431,1.61,5.85,
O75586,MED6,1.55736,0.454684,1349,5.22,18.96,
P18124,RPL7,7.83738,0.453576,49798,279.72,1016.23,
P62847,RPS24,5.92865,0.453508,44812,149.95,544.77,
Q9GZT9,EGLN1,2.58569,0.453423,5183,11.65,42.32,
O15355,PPM1G,5.17448,0.453088,12652,50.49,183.43,
P55072,VCP,7.51556,0.452991,27764,83.37,302.88,
Q99496,RNF2,4.19904,0.452849,2085,8.36,30.37,
Q9Y4G8,RAPGEF2,3.02949,0.451643,2238,3.04,11.04,
P19388,POLR2E,5.55292,0.451447,8640,29.0,105.36,
Q9Y4Y9,LSM5,4.47871,0.451151,5001,17.37,63.11,
P52306,RAP1GDS1,3.43204,0.450896,4319,13.0,47.23,Act
Q92616,GCN1,4.88764,0.450283,22422,37.93,137.8,
Q9BVJ6,UTP14A,4.07275,0.450073,3553,14.2,51.59,
Q8NI37,PPTC7,1.25746,0.450049,6826,19.6,71.21,
P55789,GFER,1.88205,0.449946,1079,6.56,23.83,
Q5VSL9,STRIP1,2.93694,0.449919,2350,5.22,18.96,
Q86SX6,GLRX5,5.03935,0.449646,3236,18.57,67.47,
P33991,MCM4,6.11603,0.448983,25510,61.04,221.76,
Q8WTW3,COG1,2.07066,0.448804,2384,7.32,26.59,
Q8WZA2,RAPGEF4,5.06461,0.448589,12,0.03,0.11,
Q9BT09,CNPY3,3.44315,0.447801,2281,21.76,79.05,
Q92538,GBF1,2.69186,0.447609,11741,28.87,104.89,
Q8IXH7,NELFCD,2.77063,0.447255,11038,28.62,103.98,
Q9BZL1,UBL5,5.89518,0.447156,3474,29.38,106.74,
Q01581,HMGCS1,4.01019,0.447135,23884,82.94,301.32,
O60353,FZD6,2.66025,0.447015,4931,19.81,71.97,
Q12907,LMAN2,6.04563,0.446809,6079,42.11,152.99,
Q9UHV9,PFDN2,5.85254,0.44617,4058,97.88,355.6,
P23526,AHCY,7.55855,0.44461,17574,73.7,267.75,
O43776,NARS1,4.82393,0.444065,19990,79.83,290.02,
Q8WW01,TSEN15,0.863267,0.444036,5569,37.22,135.22,
O95881,TXNDC12,6.8368,0.443732,5419,24.38,88.57,
Q9NX24,NHP2,5.82616,0.443593,5641,61.0,221.61,
Q96DE0,NUDT16,2.4754,0.442523,3270,7.6,27.61,
Q9NVA2,SEPTIN11,4.92145,0.442271,14423,24.06,87.41,
P46736,BRCC3,2.43622,0.442005,3378,17.33,62.96,
Q9UK41,VPS28,2.02798,0.441564,3658,15.85,57.58,
Q9H0U3,MAGT1,3.87192,0.441562,10209,34.29,124.58,
O43823,AKAP8,3.234,0.440625,3474,13.2,47.96,
P18615,NELFE,2.31823,0.440002,4155,24.95,90.64,
P46937,YAP1,3.55709,0.439639,8505,22.06,80.14,
Q96JB2,COG3,2.57158,0.439538,3104,8.43,30.63,
Q13137,CALCOCO2,2.71062,0.438974,5961,11.68,42.43,
O95210,STBD1,1.68659,0.43869,267,1.27,4.61,
P33993,MCM7,6.62755,0.438602,39238,146.05,530.6,
