Uniprot ID,Symbol,Protein Intensity,Prot_Z_Score,read_count,fpkm,tpm,driver gene method_of_action
Q4G0I0,C16orf91,1.34412,0.128869,665,10.27,37.31,
O00519,FAAH,2.46675,0.128868,1837,10.81,39.27,
P18669,PGAM1,7.5284,0.128661,21378,135.94,493.87,
O00762,UBE2C,3.08342,0.12852,4843,61.49,223.39,
P20338,RAB4A,2.31803,0.128228,5014,24.74,89.88,
Q9UPN9,TRIM33,2.72788,0.127404,6309,10.76,39.09,ambiguous
Q9Y2L5,TRAPPC8,3.36529,0.127255,5024,8.9,32.33,
P61244,MAX,2.86493,0.127157,2589,9.54,34.66,ambiguous
Q92696,RABGGTA,2.33312,0.127022,2070,9.53,34.62,
Q9NQH7,XPNPEP3,8.93565,0.126502,2185,3.73,13.55,
Q9P2E9,RRBP1,6.29963,0.126121,4706,11.01,40.0,
O15504,NUP42,1.70454,0.126089,4822,18.03,65.5,
Q92608,DOCK2,3.53903,0.125692,2,0.0,0.0,
P14866,HNRNPL,7.69428,0.125513,23096,55.29,200.87,
P31153,MAT2A,4.55522,0.125292,23881,86.91,315.75,
P63167,DYNLL1,2.57114,0.125215,11088,61.23,222.45,
Q8WWC4,MAIP1,3.64159,0.125139,1219,12.26,44.54,
O60427,FADS1,3.01415,0.12509,15314,24.44,88.79,
Q9NQ55,PPAN,2.9187,0.124887,480,3.03,11.01,
Q9Y294,ASF1A,3.1394,0.124752,1643,10.66,38.73,
Q5SQI0,ATAT1,1.48866,0.124146,1751,7.09,25.76,
Q14694,USP10,4.30526,0.123619,8749,28.11,102.12,
P49848,TAF6,0.933187,0.123606,4777,19.09,69.35,
Q08257,CRYZ,5.5532,0.123246,3759,15.03,54.6,
Q08257,CRYZ,5.5532,0.123246,3759,15.03,54.6,
O43169,CYB5B,5.87023,0.12319,9472,22.41,81.42,
Q8WUM4,PDCD6IP,5.52864,0.122993,11593,20.95,76.11,
Q14683,SMC1A,5.92722,0.12282,36244,56.45,205.08,Act
P02656,APOC3,1.72079,0.122674,2,0.04,0.15,
O60925,PFDN1,5.27655,0.121725,2229,16.88,61.33,
Q9Y6M5,SLC30A1,2.86836,0.120893,2180,6.5,23.61,
Q5T8P6,RBM26,3.49833,0.12052,7459,12.03,43.71,
Q9NYV4,CDK12,2.19383,0.119797,5562,7.11,25.83,LoF
Q9BZD4,NUF2,2.26317,0.119741,7326,35.58,129.26,
Q9Y4C2,TCAF1,2.0136,0.119308,17101,44.25,160.76,
P56378,ATP5MJ,3.01953,0.119095,4383,20.96,76.15,
P78362,SRPK2,3.01197,0.118554,5660,14.58,52.97,
P78330,PSPH,4.16649,0.118391,3836,22.68,82.4,
Q9BWJ5,SF3B5,2.3908,0.118334,4096,96.51,350.62,
Q9Y3B8,REXO2,4.95956,0.118018,2717,11.99,43.56,
P51570,GALK1,4.09274,0.116973,602,3.4,12.35,
Q14839,CHD4,5.27747,0.116478,18049,39.43,143.25,Act
Q14839,CHD4,5.27747,0.116478,18049,39.43,143.25,Act
Q96FZ7,CHMP6,2.77388,0.116347,651,5.02,18.24,
Q9H0R4,HDHD2,2.9535,0.116199,2484,8.62,31.32,
Q92882,OSTF1,3.92316,0.11618,1709,21.16,76.87,
Q9H8Y5,ANKZF1,2.19228,0.115809,3707,9.89,35.93,
Q8NFZ8,CADM4,3.03584,0.115289,715,5.2,18.89,
Q8IWS0,PHF6,4.19715,0.115235,5767,11.75,42.69,LoF
Q5T1M5,FKBP15,1.96105,0.114802,3548,5.24,19.04,
Q92665,MRPS31,4.89562,0.114634,1383,10.63,38.62,
Q15649,ZNHIT3,1.22854,0.114565,2705,6.61,24.01,
P16152,CBR1,5.75577,0.114485,1370,9.13,33.17,
Q9UFW8,CGGBP1,3.14514,0.114456,11671,29.36,106.67,
Q9NP92,MRPS30,3.26159,0.113794,5579,14.69,53.37,
O00712,NFIB,2.69734,0.113758,17013,26.42,95.98,fusion
O00391,QSOX1,2.22356,0.113744,2872,5.04,18.31,
Q9Y6G9,DYNC1LI1,3.52468,0.112881,4227,11.26,40.91,
P19971,TYMP,2.87823,0.112764,489,2.38,8.65,
P52565,ARHGDIA,5.86532,0.112562,8120,45.67,165.92,
P58107,EPPK1,4.70565,0.111768,452,0.46,1.67,
P08962,CD63,3.26868,0.111296,22975,142.48,517.63,
Q13367,AP3B2,2.48754,0.111285,1925,3.55,12.9,
P82664,MRPS10,2.43523,0.109718,4665,36.1,131.15,
Q9NVH0,EXD2,2.57215,0.109323,2710,7.07,25.69,
Q8WZ73,RFFL,3.08889,0.109307,1394,2.67,9.7,
Q14103,HNRNPD,8.57458,0.108979,21115,49.39,179.43,
Q6F5E8,CARMIL2,2.2021,0.10888,412,0.87,3.16,
Q6F5E8,CARMIL2,2.2021,0.10888,412,0.87,3.16,
P08134,RHOC,5.0291,0.108519,6893,27.94,101.51,
Q92947,GCDH,4.41926,0.108373,1796,7.09,25.76,
Q6P1M0,SLC27A4,3.37693,0.107423,3821,20.06,72.88,
P78540,ARG2,2.77356,0.107396,589,3.98,14.46,
Q08752,PPID,4.37527,0.107284,3467,22.56,81.96,
O15213,WDR46,3.55756,0.107092,4012,21.03,76.4,
O15534,PER1,2.71499,0.106776,2481,5.79,21.04,LoF
Q9H306,MMP27,4.72,0.106426,0,0.0,0.0,
Q13620,CUL4B,3.53604,0.106337,6825,15.85,57.58,
Q96AE4,FUBP1,7.40685,0.10606,12788,36.85,133.88,ambiguous
Q9Y5U8,MPC1,1.65448,0.106055,1122,11.85,43.05,
Q13363,CTBP1,4.68351,0.105213,5561,10.86,39.45,
P04843,RPN1,7.79263,0.10487,20114,82.28,298.92,fusion
Q96BZ9,TBC1D20,1.27465,0.104589,3737,10.47,38.04,
Q9C0B5,ZDHHC5,2.31634,0.104081,7712,23.2,84.29,
P04179,SOD2,5.94751,0.103927,13960,12.01,43.63,
P49903,SEPHS1,2.91962,0.103922,7333,30.8,111.9,
Q14004,CDK13,0.605287,0.103658,6198,11.34,41.2,
Q15070,OXA1L,4.35342,0.103598,6804,24.71,89.77,
Q5EBM0,CMPK2,2.292,0.103396,318,1.21,4.4,
Q01970,PLCB3,3.43386,0.102896,4677,15.39,55.91,
P00558,PGK1,8.64475,0.10204,26400,79.61,289.22,
Q14444,CAPRIN1,5.57121,0.10142,19916,42.3,153.68,
Q9Y5J7,TIMM9,5.5102,0.100981,1486,16.18,58.78,
P01112,HRAS,3.60077,0.10098,2490,21.93,79.67,Act
P61962,DCAF7,2.80713,0.100966,18711,46.47,168.83,
Q96LW7,CARD19,2.8146,0.100585,478,2.53,9.19,
P51572,BCAP31,6.78504,0.100506,11788,73.36,266.52,
Q8ND24,RNF214,2.69991,0.0996161,1068,3.97,14.42,
Q8N684,CPSF7,5.03116,0.0994321,8403,22.73,82.58,
P41223,BUD31,4.53864,0.0990417,4736,32.48,118.0,
Q96P47,AGAP3,2.42249,0.0989477,5724,8.47,30.77,
Q9NWA0,MED9,0.757745,0.0988343,1011,2.75,9.99,
P12270,TPR,5.73108,0.098204,26609,35.18,127.81,fusion
Q8NB49,ATP11C,1.81494,0.0978683,2477,5.46,19.84,
P51857,AKR1D1,4.91158,0.0976187,21,0.11,0.4,
P28289,TMOD1,3.8331,0.09732,118,0.52,1.89,
Q6P2E9,EDC4,4.28332,0.0971462,4982,13.18,47.88,
P41208,CETN2,2.11147,0.0961697,2392,20.26,73.6,
Q9P0U4,CXXC1,2.26053,0.0960388,3339,12.62,45.85,
Q96JD6,AKR1E2,3.69617,0.0955126,83,0.56,2.03,
Q9UI10,EIF2B4,2.52934,0.0954415,2778,8.49,30.84,
P62805,H4C15,13.5048,0.0949921,2,0.02,0.07,
P62805,H4-16,13.5048,0.0949921,137,0.87,3.16,
P62805,H4C14,13.5048,0.0949921,16,0.14,0.51,
P62805,H4C13,13.5048,0.0949921,0,0.0,0.0,
P62805,H4C12,13.5048,0.0949921,2,0.1,0.36,
P62805,H4C11,13.5048,0.0949921,12,0.53,1.93,
P62805,H4C9,13.5048,0.0949921,268,3.38,12.28,Act
P62805,H4C8,13.5048,0.0949921,56,2.3,8.36,
P62805,H4C6,13.5048,0.0949921,0,0.0,0.0,
P62805,H4C5,13.5048,0.0949921,12,0.63,2.29,
P62805,H4C4,13.5048,0.0949921,9,0.47,1.71,
P62805,H4C1,13.5048,0.0949921,4,0.21,0.76,
P62805,H4C2,13.5048,0.0949921,4,0.15,0.54,
P62805,H4C3,13.5048,0.0949921,10,0.38,1.38,
Q9Y277,VDAC3,5.94246,0.0933624,9533,49.56,180.05,
Q96S44,TP53RK,2.84662,0.0928559,1404,6.51,23.65,
Q05655,PRKCD,2.59758,0.0925251,6228,29.95,108.81,LoF
Q9BQ39,DDX50,4.69834,0.0921882,4145,25.14,91.33,
Q96CD2,PPCDC,2.20173,0.0918167,1109,4.79,17.4,
O60308,CEP104,2.33834,0.0915348,3892,8.07,29.32,
Q13371,PDCL,2.60597,0.0902117,2316,12.02,43.67,
Q92542,NCSTN,5.26163,0.0899591,6951,27.19,98.78,
P63104,YWHAZ,9.28501,0.089659,53164,101.48,368.68,
P54619,PRKAG1,2.33572,0.089576,4974,17.83,64.78,
Q8IV08,PLD3,4.69756,0.0894354,4486,14.13,51.33,
Q9NVT9,ARMC1,4.3456,0.088904,4123,19.68,71.5,
Q14980,NUMA1,6.08804,0.0888634,21988,23.58,85.67,Act
Q14980,NUMA1,6.08804,0.0888634,21988,23.58,85.67,Act
Q5TAQ9,DCAF8,1.45801,0.0884341,8190,17.63,64.05,
O60508,CDC40,3.55446,0.0879275,4534,12.45,45.23,
Q15428,SF3A2,3.96372,0.0877876,3108,16.19,58.82,
P49368,CCT3,7.6456,0.0869925,30159,122.57,445.3,
Q93052,LPP,2.87633,0.0868602,7332,4.69,17.04,Act
O60645,EXOC3,2.7742,0.0863108,2338,4.67,16.97,
Q99571,P2RX4,1.82162,0.0861114,1710,3.42,12.42,
Q8NFQ8,TOR1AIP2,3.93616,0.0856704,8788,7.6,27.61,
Q13362,PPP2R5C,2.33328,0.085512,7149,8.17,29.68,
Q9P253,VPS18,2.01675,0.0854791,1534,6.19,22.49,
O95782,AP2A1,5.07395,0.0849757,7528,14.06,51.08,
Q9NQX4,MYO5C,5.21374,0.0849546,6785,11.03,40.07,
Q96P11,NSUN5,1.76835,0.0848761,3232,15.46,56.17,
Q9BSC4,NOL10,3.28405,0.0847455,3019,12.89,46.83,
Q99733,NAP1L4,6.27837,0.0847105,11745,36.88,133.99,
Q99873,PRMT1,3.36034,0.0841958,15089,51.37,186.63,
Q96GA3,LTV1,2.65022,0.0840303,2622,23.18,84.21,
Q9Y3A3,MOB4,3.55935,0.083778,5747,21.84,79.35,
P68036,UBE2L3,4.70101,0.0826434,8086,34.4,124.98,
P46100,ATRX,2.58335,0.0825059,8542,7.32,26.59,LoF
Q969L2,MAL2,5.08016,0.0824913,17530,83.45,303.18,
O43813,LANCL1,3.40253,0.0815865,8182,25.43,92.39,
Q7L2Z9,CENPQ,1.79624,0.0801364,1499,14.12,51.3,
Q9NPJ3,ACOT13,5.50675,0.0799672,1919,7.13,25.9,
Q9UPN4,CEP131,2.82984,0.0797082,1301,5.36,19.47,
O60784,TOM1,3.35771,0.0789258,1082,3.01,10.94,
Q9Y296,TRAPPC4,2.64395,0.0786877,3481,11.06,40.18,
P0C7M7,ACSM4,1.31044,0.0782292,0,0.0,0.0,
Q08170,SRSF4,4.31193,0.077363,7449,35.34,128.39,
P46781,RPS9,6.91167,0.0769548,22296,83.29,302.59,
Q6UXK2,ISLR2,2.14992,0.0767544,8,0.02,0.07,
Q9H974,QTRT2,2.87189,0.0763426,3484,7.06,25.65,
P05423,POLR3D,2.32601,0.076116,2979,8.67,31.5,
P33992,MCM5,5.34549,0.0759482,10690,23.79,86.43,
P50995,ANXA11,5.31647,0.0755223,4376,8.39,30.48,
P27348,YWHAQ,6.66727,0.0754621,24506,147.5,535.87,
P83731,RPL24,7.36044,0.0752936,19862,120.93,439.34,
Q9Y217,MTMR6,1.61858,0.0752409,4755,13.44,48.83,
Q6P1K2,PMF1,3.30889,0.0739317,1790,11.6,42.14,
Q8TDX7,NEK7,2.08394,0.0737761,8999,26.79,97.33,
P38571,LIPA,2.99581,0.0733906,2648,8.81,32.01,
Q8IW45,NAXD,1.49948,0.0731068,2714,15.57,56.57,
Q6GMV3,PTRHD1,3.27062,0.0718361,514,4.38,15.91,
P62995,TRA2B,6.58174,0.071507,15906,22.07,80.18,
P07237,P4HB,9.13394,0.0713324,32805,101.01,366.97,
P09496,CLTA,7.06552,0.0712272,3846,24.97,90.72,
Q5TZA2,CROCC,4.88141,0.070926,1293,2.38,8.65,
Q96K76,USP47,2.45642,0.0701052,9443,13.82,50.21,
Q7Z4Q2,HEATR3,3.45924,0.0698719,3166,12.36,44.9,
P12081,HARS1,5.07284,0.0697761,4893,9.47,34.4,
Q9UK61,TASOR,3.0521,0.0695833,5898,9.8,35.6,
P07951,TPM2,4.02003,0.0694274,61,0.25,0.91,
Q9NZT2,OGFR,2.76998,0.0691554,1205,4.18,15.19,
O15372,EIF3H,3.73668,0.0688673,11503,29.19,106.05,
Q9BY42,RTF2,2.51791,0.0683171,4198,16.87,61.29,
Q9NS93,TM7SF3,2.87236,0.0674998,8560,35.95,130.61,
P20810,CAST,4.33684,0.0669003,10758,14.11,51.26,
Q9Y3S2,ZNF330,2.06114,0.066885,3782,24.35,88.46,
Q15907,RAB11B,5.19872,0.0664543,4089,27.03,98.2,
Q86WA8,LONP2,1.82091,0.0661476,13520,22.17,80.54,
Q9NSY1,BMP2K,1.95602,0.0660206,744,1.22,4.43,
Q86V81,ALYREF,7.25944,0.0659804,5567,57.75,209.81,
P36578,RPL4,7.34913,0.0657326,95026,275.27,1000.06,
Q9ULJ8,PPP1R9A,1.79518,0.0648986,4379,6.41,23.29,
Q9ULJ8,PPP1R9A,1.79518,0.0648986,4379,6.41,23.29,
Q9NSI2,FAM207A,3.22264,0.0645833,415,4.83,17.55,
O60568,PLOD3,4.31732,0.0630462,7558,21.76,79.05,
A1L0T0,ILVBL,3.9465,0.0626316,3308,9.62,34.95,
Q86VP1,TAX1BP1,2.14538,0.0625361,12867,22.92,83.27,
O14737,PDCD5,5.31852,0.0623362,2908,21.08,76.58,
Q9BY11,PACSIN1,2.09091,0.0616368,3817,12.97,47.12,
Q58FG1,HSP90AA4P,3.12818,0.061267,0,0.0,0.0,
Q99832,CCT7,7.3075,0.059843,23132,105.19,382.16,
Q13868,EXOSC2,4.08674,0.0595761,5639,21.72,78.91,
P08240,SRPRA,4.27262,0.0588671,19275,75.53,274.4,
Q6ZVC0,NYAP1,5.22722,0.0580173,4,0.02,0.07,
Q14126,DSG2,4.65708,0.0576589,8763,23.12,84.0,
Q6DN90,IQSEC1,1.36398,0.0575763,2261,5.36,19.47,
Q9ULQ1,TPCN1,0.72662,0.0574521,7383,13.81,50.17,
Q9NQA3,WASH6P,0.571972,0.0574113,2569,9.08,32.99,
Q6IQ23,PLEKHA7,2.66924,0.0571816,2284,3.9,14.17,
Q8N543,OGFOD1,2.11064,0.0569634,4725,13.29,48.28,
P34931,HSPA1L,2.50961,0.0568512,132,0.85,3.09,
Q9H672,ASB7,4.31067,0.0554847,1339,4.05,14.71,
Q9NZZ3,CHMP5,3.05652,0.0554207,6147,42.0,152.59,
Q9NS87,KIF15,3.18585,0.0553834,4258,13.16,47.81,
Q9BXP2,SLC12A9,3.38049,0.0544271,4041,7.42,26.96,
Q9BV38,WDR18,4.91796,0.0543618,1723,11.94,43.38,
Q8IY21,DDX60,4.43417,0.05404,51,0.12,0.44,
Q96SI9,STRBP,6.09239,0.0518364,4049,8.17,29.68,
P08238,HSP90AB1,9.84829,0.051555,105698,579.18,2104.17,Act
Q9NQ29,LUC7L,2.32842,0.0512332,4467,11.81,42.91,
O60287,URB1,2.06711,0.050836,3977,5.67,20.6,
Q12913,PTPRJ,3.16237,0.0500879,4676,7.94,28.85,
Q96DA6,DNAJC19,4.02758,0.0500815,2803,12.76,46.36,
O43314,PPIP5K2,2.40176,0.0500107,6119,5.79,21.04,
O43143,DHX15,5.58648,0.0497031,25146,50.31,182.78,
Q9H2K8,TAOK3,3.0275,0.0495008,2932,4.53,16.46,
Q9NP97,DYNLRB1,2.82718,0.0492718,4862,32.27,117.24,
Q96FX7,TRMT61A,3.26683,0.0491379,1573,7.95,28.88,
Q86SZ2,TRAPPC6B,2.46024,0.0491036,2476,8.92,32.41,
Q9Y5J1,UTP18,4.48489,0.0490575,3325,19.95,72.48,
Q9BTD8,RBM42,3.28525,0.0490209,2077,15.37,55.84,
P43007,SLC1A4,3.63347,0.0483228,3314,7.8,28.34,
P62820,RAB1A,5.24455,0.0473747,10391,57.5,208.9,
O43290,SART1,4.66548,0.0473169,3435,12.97,47.12,
Q9GZL7,WDR12,4.73817,0.0467633,6431,11.54,41.92,
Q9UHX1,PUF60,5.93604,0.0465475,6982,21.02,76.37,
O76021,RSL1D1,7.23591,0.045589,11208,29.68,107.83,
Q9UKY7,CDV3,5.0562,0.045559,8179,30.58,111.1,
Q86WB0,ZC3HC1,1.72019,0.0455563,2165,11.74,42.65,
A6NHQ2,FBLL1,5.30255,0.0452829,244,2.62,9.52,
Q4VC31,MIX23,4.87217,0.0452361,1596,14.93,54.24,
Q8N2F6,ARMC10,3.62348,0.0452167,4952,17.66,64.16,
O15066,KIF3B,1.77946,0.045057,6541,17.5,63.58,
O95049,TJP3,2.32223,0.0446183,1482,5.74,20.85,
Q9Y624,F11R,5.01332,0.0445004,3847,12.4,45.05,
O00488,ZNF593,2.96411,0.0444895,196,1.64,5.96,
P15531,NME1,5.77128,0.04428,4821,22.9,83.2,
O60244,MED14,1.2691,0.0436481,6457,10.92,39.67,
P11766,ADH5,4.26723,0.0432428,6847,22.98,83.49,
P15880,RPS2,7.43718,0.0429543,64726,438.01,1591.3,
Q15645,TRIP13,2.72828,0.0426624,5358,24.58,89.3,
Q9NUD5,ZCCHC3,2.29475,0.0425899,1379,6.71,24.38,
Q9NS91,RAD18,2.30957,0.0423679,3927,9.18,33.35,
Q12959,DLG1,4.35171,0.0418387,8042,11.94,43.38,
P49915,GMPS,5.70051,0.041723,11330,20.82,75.64,LoF
Q8NCN4,RNF169,2.14415,0.0405187,2800,5.84,21.22,
P61129,ZC3H6,4.46608,0.0399503,2120,2.93,10.64,
P08727,KRT19,7.69734,0.0396832,12818,89.6,325.52,
P57772,EEFSEC,1.84729,0.0395498,1574,10.62,38.58,
Q9UGI8,TES,3.50501,0.0394829,5732,21.87,79.45,
Q53F39,MPPE1,2.88747,0.039029,1889,4.04,14.68,
Q53FZ2,ACSM3,2.26588,0.038904,2783,5.81,21.11,
Q8WVV4,POF1B,3.70582,0.0385656,396,1.6,5.81,
Q15813,TBCE,2.38478,0.0383674,4597,29.23,106.19,
Q659C4,LARP1B,-0.133441,0.0383599,3954,7.34,26.67,
Q14008,CKAP5,4.14689,0.0382826,19358,37.02,134.49,
Q99961,SH3GL1,4.94109,0.0381291,3717,16.47,59.84,Act
Q9BX40,LSM14B,3.44079,0.0380632,3184,15.38,55.88,
P04844,RPN2,5.47944,0.0371807,23871,138.27,502.34,
Q6GQQ9,OTUD7B,2.44356,0.0365075,6946,9.31,33.82,
Q9H425,C1orf198,1.79807,0.0362552,2419,7.65,27.79,
P51571,SSR4,6.44809,0.0362051,5233,18.62,67.65,
A0AVT1,UBA6,3.99928,0.0349653,7867,11.24,40.84,
P11142,HSPA8,10.3715,0.0342276,122428,412.28,1497.82,
Q8IZQ5,SELENOH,3.29742,0.0338782,2755,19.52,70.92,
P43243,MATR3,7.49205,0.0334498,1079,1.96,7.12,
Q9Y3D5,MRPS18C,3.86326,0.0332886,1172,3.93,14.28,
P62424,RPL7A,8.16516,0.0331473,63083,459.45,1669.19,
Q9Y6X5,ENPP4,2.30873,0.0322404,2955,10.37,37.67,
Q5BKX5,C19orf54,1.6468,0.0317699,2365,11.44,41.56,
P21741,MDK,1.68196,0.0316798,17154,127.55,463.39,
Q9H853,TUBA4B,5.99208,0.0315473,0,0.0,0.0,
Q9BXW7,HDHD5,4.63478,0.0313104,3871,12.81,46.54,
P06280,GLA,2.52607,0.0293823,2063,16.31,59.25,
P35080,PFN2,5.66202,0.028974,5665,26.89,97.69,
P14923,JUP,5.17079,0.0288576,7582,25.05,91.01,
P29992,GNA11,4.0535,0.0273377,4501,11.77,42.76,Act
Q03013,GSTM4,2.19962,0.027257,1698,5.08,18.46,
Q8N3F8,MICALL1,2.44146,0.0271502,1415,3.87,14.06,
O95721,SNAP29,3.43849,0.0269537,3026,9.98,36.26,
P10599,TXN,7.60496,0.0262904,9158,130.95,475.74,
Q8IZY2,ABCA7,0.2587,0.0258426,4020,7.85,28.52,
P62316,SNRPD2,7.02127,0.025349,9821,99.73,362.32,
O00459,PIK3R2,1.64757,0.0253441,45,0.16,0.58,
Q8IWB6,TEX14,3.30009,0.0252197,80,0.25,0.91,
P62140,PPP1CB,4.88915,0.024817,16105,45.66,165.88,
P04114,APOB,3.01264,0.0246609,23,0.03,0.11,
P04114,APOB,3.01264,0.0246609,23,0.03,0.11,
P63279,UBE2I,5.54748,0.0238333,6362,10.73,38.98,
Q9UL46,PSME2,5.79608,0.0238276,5986,27.29,99.14,
P07900,HSP90AA1,8.71692,0.0236052,115299,358.75,1303.34,Act
Q96BD0,SLCO4A1,2.29244,0.0230242,246,0.99,3.6,
Q15120,PDK3,2.35459,0.0224174,630,3.82,13.88,
O00410,IPO5,5.27905,0.0221664,25625,43.27,157.2,
O14734,ACOT8,2.77878,0.0219834,1020,3.95,14.35,
Q9P0J7,KCMF1,2.62383,0.0216976,12750,26.13,94.93,
Q14651,PLS1,3.5072,0.0212479,2805,8.65,31.43,
Q14814,MEF2D,1.64214,0.0209091,4000,10.21,37.09,
Q96SB3,PPP1R9B,3.35714,0.0208965,2991,11.36,41.27,
Q96GQ7,DDX27,5.02812,0.020748,4079,12.21,44.36,
P62993,GRB2,5.32737,0.0205268,7732,26.77,97.26,
O95834,EML2,1.90518,0.0204726,2854,5.67,20.6,
P36873,PPP1CC,4.20149,0.0200665,20576,48.65,176.75,
Q8NAX2,KDF1,1.9369,0.0197107,760,6.92,25.14,
P30520,ADSS2,4.26564,0.0188649,4352,19.38,70.41,
Q8NI35,PATJ,3.08306,0.018757,2722,3.89,14.13,
O95747,OXSR1,4.43722,0.0183346,5495,14.77,53.66,
Q96S99,PLEKHF1,2.97769,0.0182959,2,0.01,0.04,
P52272,HNRNPM,8.24198,0.0178893,26378,76.72,278.73,
P61956,SUMO2,1.92876,0.0178287,16547,80.13,291.11,
O43818,RRP9,4.8567,0.0172123,2125,21.99,79.89,
O15392,BIRC5,1.29243,0.0157052,10478,44.85,162.94,
P09382,LGALS1,8.0518,0.0156075,4243,63.04,229.03,
Q9BSF4,TIMM29,2.30546,0.0152372,683,5.99,21.76,
Q8N8Y2,ATP6V0D2,0.96969,0.014734,2,0.01,0.04,
Q8IW19,APLF,2.90878,0.0146281,123,0.28,1.02,
P07384,CAPN1,4.96242,0.0142362,4920,10.64,38.66,
Q9H845,ACAD9,4.44203,0.0142017,2940,11.09,40.29,
O75879,GATB,3.08966,0.0141881,2224,3.09,11.23,
Q96SY0,INTS14,1.43732,0.0137792,3567,13.84,50.28,
O43684,BUB3,5.32782,0.0132212,12563,24.72,89.81,
O15014,ZNF609,1.61123,0.0122923,3795,5.12,18.6,
O15014,ZNF609,1.61123,0.0122923,3795,5.12,18.6,
P10620,MGST1,3.48859,0.0121132,10616,23.3,84.65,
Q9BWS9,CHID1,3.36405,0.0119812,3633,9.91,36.0,
Q68D91,MBLAC2,2.51087,0.0115858,1145,3.29,11.95,
Q96SB4,SRPK1,2.8103,0.0107323,11976,29.22,106.16,
P22681,CBL,3.68549,0.0107045,4331,6.17,22.42,ambiguous
P57071,PRDM15,3.23755,0.0106602,2142,2.69,9.77,
Q9ULE4,FAM184B,5.05938,0.0103583,50,0.12,0.44,
Q99805,TM9SF2,4.52684,0.010105,13856,58.24,211.59,
Q9NR56,MBNL1,2.98424,0.00979822,12333,20.16,73.24,
Q96DZ1,ERLEC1,2.9756,0.00904599,2605,16.41,59.62,
P78356,PIP4K2B,1.59166,0.00874028,6048,16.1,58.49,
Q8WXH0,SYNE2,3.24143,0.00873689,6861,3.57,12.97,
Q8WXH0,SYNE2,3.24143,0.00873689,6861,3.57,12.97,
Q9UBE0,SAE1,4.96098,0.00857738,10002,48.09,174.71,
O00192,ARVCF,2.36956,0.00801031,2038,5.92,21.51,
P19174,PLCG1,2.36719,0.00782605,5005,8.47,30.77,Act
Q9NYB9,ABI2,2.73198,0.0073504,8865,6.2,22.52,
Q53EL6,PDCD4,4.03764,0.00654804,3893,13.98,50.79,
Q8N5M1,ATPAF2,1.46323,0.0064715,1309,3.84,13.95,
Q08211,DHX9,7.92043,0.00569572,27188,78.65,285.74,Act
Q08211,DHX9,7.92043,0.00569572,27188,78.65,285.74,Act
Q9HCU9,BRMS1,1.30742,0.00541159,2608,16.94,61.54,
P49005,POLD2,2.61808,0.00521761,13521,59.75,217.07,
P54577,YARS1,5.25709,0.0046844,12685,25.22,91.62,
Q96EK5,KIFBP,2.90587,0.00396484,4638,24.8,90.1,
Q5SY16,NOL9,3.11823,0.00300969,2891,6.47,23.51,
P55210,CASP7,2.80878,0.00286765,1795,8.31,30.19,
O14893,GEMIN2,0.953799,0.00197452,1331,8.58,31.17,
P38432,COIL,3.61484,0.001577,2131,11.48,41.71,
Q9Y584,TIMM22,1.67498,0.00101853,1459,7.46,27.1,
P56962,STX17,3.37474,0.00100726,1581,5.45,19.8,
Q02878,RPL6,8.86591,0.00044372,64594,237.19,861.71,
Q8WUW1,BRK1,3.22234,0.00042718,8605,113.96,414.02,
P13637,ATP1A3,3.91528,0.000366934,3532,11.26,40.91,
O60518,RANBP6,2.54228,-0.000115659,1928,6.87,24.96,
Q96GQ5,RUSF1,2.461,-0.000397401,3015,13.56,49.26,
Q15758,SLC1A5,6.64557,-0.000543546,10007,49.04,178.16,
Q9NXA8,SIRT5,1.10303,-0.000681638,1204,3.26,11.84,
Q9Y666,SLC12A7,2.38924,-0.000750453,4252,11.55,41.96,
P18065,IGFBP2,3.40103,-0.000821436,4706,16.12,58.56,
P58546,MTPN,4.36847,-0.00102484,21035,90.99,330.57,
P22466,GAL,2.30632,-0.0011002,451,5.66,20.56,
Q9BVK6,TMED9,6.67989,-0.00128859,4431,29.65,107.72,
Q8IUI8,CRLF3,2.28592,-0.00133498,2954,10.79,39.2,
Q9H9A6,LRRC40,3.32156,-0.00138933,3654,20.69,75.17,
Q96MW1,CCDC43,2.76262,-0.00399132,3073,17.58,63.87,
P29279,CCN2,3.01755,-0.00455367,556,3.88,14.1,
P07339,CTSD,7.13444,-0.00462431,5244,28.55,103.72,
Q96RR4,CAMKK2,2.07787,-0.00467631,7855,18.51,67.25,
P13693,TPT1,5.68615,-0.00569189,59445,133.54,485.15,
Q8NEF9,SRFBP1,2.74748,-0.00624191,875,4.59,16.68,
Q2M389,WASHC4,2.05985,-0.00669706,5868,12.45,45.23,
Q7Z6J9,TSEN54,1.69586,-0.00686691,3260,15.47,56.2,
P04004,VTN,5.22121,-0.00745078,66,0.44,1.6,
P11279,LAMP1,7.35721,-0.00749727,8616,24.52,89.08,
Q9UIG0,BAZ1B,4.79538,-0.00802982,20309,47.02,170.82,
Q96L94,SNX22,2.74319,-0.00841944,796,2.25,8.17,
O15514,POLR2D,2.99302,-0.00890161,2820,8.81,32.01,
O60271,SPAG9,3.70676,-0.00894315,8684,11.85,43.05,
Q9UKY4,POMT2,4.03591,-0.00948027,3317,5.41,19.65,
P18848,ATF4,6.62709,-0.00957316,23863,155.0,563.12,
